epoch,loss,lr,val_loss
0,0.0920580719539,0.003000000026077032,0.0434504582744
1,0.0605463707152,0.003000000026077032,0.0363269704682
2,0.0531314298551,0.003000000026077032,0.0365513701172
3,0.0499618461112,0.003000000026077032,0.0354847263546
4,0.0474261769719,0.003000000026077032,0.032529170965
5,0.0463030647494,0.003000000026077032,0.0375736884141
6,0.0457938913208,0.003000000026077032,0.0328606600005
7,0.0444791587972,0.003000000026077032,0.0330611123984
8,0.0442252042574,0.003000000026077032,0.0321936230697
9,0.0438170599308,0.003000000026077032,0.0315899307671
10,0.0433430007254,0.003000000026077032,0.0324471277094
11,0.043033626603,0.003000000026077032,0.0331596704871
12,0.042986068436,0.003000000026077032,0.0314318214625
13,0.0427136213252,0.003000000026077032,0.0313599251803
14,0.0422456769716,0.003000000026077032,0.030837388226
15,0.0419068321174,0.003000000026077032,0.0311971902462
16,0.041772505132,0.003000000026077032,0.0311894353435
17,0.0417489380775,0.003000000026077032,0.0300506193775
18,0.042052820357,0.003000000026077032,0.0306425816527
19,0.0412062124453,0.003000000026077032,0.0325097982252
20,0.0409724303817,0.003000000026077032,0.0297753927103
21,0.0417334621745,0.003000000026077032,0.0301831202537
22,0.0412958624463,0.003000000026077032,0.0316730012826
23,0.0413435344542,0.003000000026077032,0.0305566814323
24,0.0408266646763,0.003000000026077032,0.0326828443512
25,0.0407961509635,0.003000000026077032,0.0314723813427
26,0.0413210755375,0.003000000026077032,0.0331389529564
27,0.0408847538978,0.003000000026077032,0.0303392175692
28,0.0401370848282,0.003000000026077032,0.0306184428404
29,0.0412115949377,0.003000000026077032,0.0303211169544
30,0.0408080511695,0.003000000026077032,0.0308229798818
31,0.0404819341012,0.003000000026077032,0.0315224815254
32,0.0404590566092,0.003000000026077032,0.0307235382982
33,0.0401847828944,0.003000000026077032,0.0296661581129
34,0.040343701742,0.003000000026077032,0.0313083351213
35,0.0408521676193,0.003000000026077032,0.0317281273008
36,0.0398261548381,0.003000000026077032,0.0292659914532
37,0.0403430132542,0.003000000026077032,0.0297359254628
38,0.0403193366675,0.003000000026077032,0.02924216051
39,0.0400557404994,0.003000000026077032,0.0291276151355
40,0.039962810395,0.003000000026077032,0.0294910453771
41,0.0399528318391,0.003000000026077032,0.0297530984276
42,0.0404533188493,0.003000000026077032,0.0305264179431
43,0.03998989225,0.003000000026077032,0.0300804314441
44,0.0401288623639,0.003000000026077032,0.0305418619043
45,0.0400581697154,0.003000000026077032,0.0310543689067
46,0.0397960898887,0.003000000026077032,0.031083747319
47,0.0397332090381,0.003000000026077032,0.0301893972381
48,0.0397410544712,0.003000000026077032,0.0295879566829
49,0.0398910346511,0.003000000026077032,0.0301969187537
50,0.0387267645546,0.0003000000142492354,0.0296164128577
51,0.0382521552053,0.0003000000142492354,0.0297297657849
52,0.0384657433563,0.0003000000142492354,0.0294191616714
53,0.0381030223594,0.0003000000142492354,0.0292411133308
54,0.0380679003589,0.0003000000142492354,0.0299752884076
55,0.038171784807,0.0003000000142492354,0.0293652494094
56,0.0381961924022,0.0003000000142492354,0.0295198661073
