,2Means_pept,3Means_pept,100Means_pept,1000Means_pept,500Means_pept
1130,0,1,79,7,358
1131,0,2,99,193,256
1132,1,2,25,128,256
1133,1,1,23,858,59
1134,1,2,86,312,193
1135,1,2,99,193,256
1136,1,2,99,193,256
1137,1,2,99,858,256
1138,0,2,31,442,24
1139,1,2,47,4,415
1140,1,2,31,785,212
1141,1,2,86,580,193
1142,1,2,30,989,397
1143,1,2,51,324,368
1144,1,1,76,134,164
1145,1,1,63,322,186
1146,1,1,10,857,202
1147,1,2,91,718,342
1148,1,1,93,267,112
1149,1,2,65,305,130
1150,1,2,12,729,1
1151,1,2,30,722,412
1152,1,2,39,178,130
1153,1,2,54,178,397
1154,1,2,54,729,235
1155,1,2,31,759,94
1156,1,2,30,571,263
1157,1,2,46,91,367
1158,1,2,43,912,263
1159,1,2,86,759,193
1160,1,2,91,462,263
1161,1,2,47,4,415
1162,1,0,8,195,263
1163,1,0,35,15,5
1164,0,0,95,80,279
1165,0,0,70,37,62
1166,1,0,1,734,271
1167,1,1,16,410,447
1168,1,2,80,195,242
1169,0,1,16,662,219
1170,1,2,46,230,307
1171,1,2,59,851,345
1172,1,2,91,434,2
1173,1,2,84,138,307
1174,1,2,20,528,284
1175,1,2,30,178,397
1176,1,2,55,178,397
1177,1,2,12,490,209
1178,1,2,31,996,254
1179,1,2,20,399,495
1180,1,2,12,184,475
1181,1,2,31,551,46
1182,1,2,39,729,235
1183,1,2,31,785,24
1184,1,2,10,44,248
1185,1,2,54,434,498
1186,0,2,13,57,317
1187,1,2,25,356,256
1188,0,1,75,197,4
1189,1,2,51,323,437
1190,1,2,62,42,191
1191,1,2,78,511,483
1192,1,2,55,333,290
1193,1,2,75,861,474
1194,1,2,12,534,412
1195,1,2,84,417,17
1196,1,2,86,759,193
1197,1,2,25,356,41
1198,1,1,27,288,387
1199,1,2,68,931,432
1200,1,2,78,333,93
1201,0,0,24,228,66
1202,0,0,70,37,62
1203,1,2,52,614,468
1204,1,2,12,378,122
1205,1,2,82,333,65
1206,0,2,46,208,44
1207,0,2,49,534,475
1208,0,1,91,192,461
1209,1,1,29,921,203
1210,0,2,25,90,81
1211,1,2,80,534,97
1212,1,0,25,333,294
1213,1,2,86,828,333
1214,0,1,38,48,137
1215,0,2,38,554,108
1216,0,2,38,286,396
1217,0,2,38,554,108
1218,0,2,90,606,389
1219,0,2,90,606,492
1220,1,2,38,554,108
1221,0,2,38,495,396
1222,1,2,38,554,108
1223,0,2,96,234,243
1224,0,2,38,286,108
1225,1,2,38,359,108
1226,1,2,38,359,108
1227,1,2,38,359,108
1228,1,2,38,359,108
1229,1,2,38,925,108
1230,1,2,38,925,108
1231,0,0,38,684,492
1232,0,1,38,401,137
1233,1,1,38,925,108
1234,1,2,38,640,108
1235,1,2,38,417,363
1236,0,2,38,248,396
1237,0,2,38,359,396
1238,1,2,38,925,108
1239,1,2,38,558,492
1240,1,2,38,286,396
1241,0,1,38,558,148
1242,1,2,38,684,492
1243,0,2,38,286,492
1244,0,0,95,93,325
1245,0,0,70,37,62
1246,0,0,95,616,492
1247,0,0,38,554,108
1248,1,0,38,554,108
1249,1,2,38,925,108
1250,0,2,38,286,492
1251,1,2,38,359,108
1252,1,2,38,359,108
1253,1,2,38,359,108
1254,1,2,38,359,108
1255,1,2,38,376,108
1256,1,2,38,925,108
1257,0,2,38,925,108
1258,1,2,38,925,108
1259,0,1,38,558,455
1260,1,1,38,925,137
1261,1,2,38,359,108
1262,1,2,38,359,108
1263,1,2,38,359,108
1264,1,2,38,359,108
1265,1,2,38,376,108
1266,1,2,38,359,108
1267,1,2,38,925,108
1268,1,1,38,684,108
1269,1,2,38,925,492
1270,1,1,38,655,137
1271,0,1,38,554,455
1272,0,0,38,558,492
1273,0,1,37,843,489
1274,0,2,40,113,214
1275,1,2,73,186,374
1276,1,2,73,186,374
1277,1,2,73,186,374
1278,1,2,73,186,374
1279,1,2,87,303,172
1280,1,2,73,186,374
1281,1,2,73,186,351
1282,0,2,73,186,351
1283,1,2,73,113,429
1284,1,2,73,186,131
1285,1,1,37,670,27
1286,1,2,53,186,374
1287,0,2,73,186,441
1288,0,2,19,154,299
1289,0,1,36,214,367
1290,0,2,36,393,299
1291,0,2,90,593,159
1292,0,2,34,818,202
1293,0,2,40,113,249
1294,0,1,84,154,17
1295,1,2,73,559,446
1296,1,2,73,16,11
1297,1,2,87,816,437
1298,1,2,53,16,374
1299,0,1,74,308,489
1300,0,0,74,559,446
1301,0,0,74,409,446
1302,0,1,74,424,457
1303,1,2,74,686,429
1304,1,2,74,186,429
1305,0,2,73,113,351
1306,0,2,73,975,374
1307,1,2,73,975,374
1308,1,2,90,593,272
1309,1,2,53,90,11
1310,1,2,73,389,11
1311,1,2,36,393,400
1312,1,2,36,393,400
1313,1,2,73,16,374
1314,0,2,73,116,299
1315,1,2,68,186,432
1316,1,2,73,464,11
1317,1,2,53,113,374
1318,1,2,36,393,400
1319,0,2,40,361,179
1320,1,2,73,116,170
1321,1,2,40,685,60
1322,1,2,73,768,10
1323,0,1,40,28,214
1324,1,2,73,685,351
1325,0,2,71,190,216
1326,0,0,74,538,98
1327,0,0,60,593,446
1328,0,0,95,804,365
1329,1,0,81,660,261
1330,0,0,2,660,261
1331,0,0,56,804,365
1332,0,0,56,660,261
1333,0,0,24,660,261
1334,0,0,24,660,261
1335,0,0,70,37,62
1336,0,0,74,424,429
1337,1,2,73,16,351
1338,1,2,73,913,11
1339,1,2,73,392,277
1340,1,2,53,233,374
1341,1,2,53,16,374
1342,0,2,36,214,367
1343,1,2,73,113,351
1344,0,2,28,874,187
1345,0,2,36,393,400
1346,0,1,73,116,299
1347,0,2,57,166,129
1348,1,1,53,16,489
1349,1,2,53,186,374
1350,1,2,53,464,27
1351,0,2,31,218,10
1352,1,1,63,546,186
1353,1,2,53,732,374
1354,1,2,53,16,374
1355,0,2,57,166,129
1356,0,2,57,113,129
1357,0,2,40,685,351
1358,1,1,3,853,402
1359,1,2,99,193,256
1360,1,1,99,710,362
1361,1,2,99,193,256
1362,0,1,32,994,173
1363,0,1,34,831,333
1364,0,1,79,492,51
1365,1,2,99,119,256
1366,0,1,40,181,225
1367,1,2,93,495,112
1368,0,2,32,597,440
1369,1,2,99,376,459
1370,1,2,99,193,459
1371,1,2,71,167,53
1372,1,2,99,193,256
1373,1,2,47,57,213
1374,1,2,93,495,112
1375,0,1,43,495,259
1376,1,2,93,495,112
1377,1,2,43,288,387
1378,0,1,79,958,210
1379,0,1,79,671,44
1380,0,2,31,405,259
1381,0,2,13,413,24
1382,1,1,79,314,358
1383,0,2,99,97,304
1384,0,2,20,30,270
1385,1,2,93,131,156
1386,1,2,99,193,383
1387,1,2,99,492,51
1388,1,2,31,551,123
1389,0,2,31,442,94
1390,1,2,25,128,242
1391,1,2,99,54,256
1392,1,2,99,54,256
1393,0,2,90,958,422
1394,0,2,75,413,392
1395,1,2,47,994,416
1396,1,1,23,102,59
1397,1,2,99,193,256
1398,0,2,65,97,87
1399,0,2,13,57,312
1400,0,2,34,994,213
1401,1,2,99,958,256
1402,1,2,99,193,256
1403,0,2,22,644,81
1404,1,2,78,420,483
1405,1,2,71,418,464
1406,1,2,30,293,78
1407,1,2,86,597,440
1408,1,2,64,167,215
1409,1,2,78,989,263
1410,1,2,46,208,221
1411,1,2,86,580,193
1412,0,1,65,301,87
1413,1,1,27,301,25
1414,0,2,10,801,61
1415,1,2,31,701,123
1416,1,1,33,727,162
1417,0,0,10,829,132
1418,0,1,93,267,308
1419,0,0,51,993,118
1420,1,2,91,462,2
1421,1,2,39,15,384
1422,1,2,78,38,483
1423,1,2,55,207,146
1424,1,2,0,54,76
1425,0,0,75,970,474
1426,0,0,75,470,474
1427,1,2,55,288,387
1428,0,2,8,226,469
1429,1,2,8,466,384
1430,1,2,43,405,259
1431,1,2,43,434,498
1432,1,2,85,376,294
1433,1,2,31,996,254
1434,0,2,61,551,24
1435,0,2,90,763,135
1436,1,2,30,129,397
1437,1,2,0,163,372
1438,0,2,90,372,366
1439,0,1,90,763,135
1440,1,2,80,626,97
1441,0,2,86,580,193
1442,1,2,55,726,55
1443,0,2,52,137,208
1444,0,1,16,410,391
1445,1,2,49,745,145
1446,1,2,55,129,397
1447,1,2,72,353,434
1448,1,2,62,525,316
1449,1,2,25,184,343
1450,1,2,72,353,352
1451,0,2,46,91,367
1452,1,2,31,184,254
1453,1,2,78,420,483
1454,1,2,16,859,391
1455,1,2,80,54,97
1456,1,2,90,157,389
1457,1,2,20,243,284
1458,1,2,54,104,65
1459,1,2,52,897,234
1460,1,2,84,548,221
1461,1,2,51,452,78
1462,1,2,93,376,112
1463,1,1,3,412,460
1464,1,2,85,376,263
1465,1,2,47,376,440
1466,1,2,43,376,263
1467,1,2,85,376,263
1468,1,2,71,687,386
1469,1,2,55,369,55
1470,1,2,86,759,193
1471,1,2,14,453,383
1472,0,2,90,372,366
1473,1,2,5,288,387
1474,1,2,30,772,33
1475,1,2,30,810,263
1476,1,2,64,167,386
1477,1,2,0,366,76
1478,0,0,46,232,486
1479,0,0,31,880,24
1480,0,0,16,668,134
1481,0,0,81,666,54
1482,1,0,24,956,264
1483,1,0,24,693,139
1484,0,0,24,887,411
1485,0,0,24,956,292
1486,0,0,95,687,139
1487,0,0,70,37,62
1488,0,0,24,561,106
1489,1,0,24,228,66
1490,0,0,46,292,233
1491,0,0,90,372,422
1492,1,1,63,555,227
1493,1,2,10,829,132
1494,1,2,51,373,467
1495,1,2,17,362,14
1496,1,2,55,810,55
1497,0,2,47,283,477
1498,1,2,55,447,122
1499,0,2,43,267,4
1500,1,2,72,353,60
1501,1,2,84,230,307
1502,1,2,31,218,212
1503,1,2,5,810,251
1504,1,2,54,47,397
1505,1,2,91,462,2
1506,1,2,78,420,483
1507,1,2,78,420,483
1508,1,2,78,420,368
1509,1,1,10,87,124
1510,1,2,30,700,498
1511,1,2,55,378,122
1512,1,2,0,54,197
1513,1,2,0,54,197
1514,1,2,0,54,197
1515,1,2,93,129,26
1516,1,2,10,24,278
1517,1,2,93,87,112
1518,1,1,65,301,87
1519,1,2,10,24,124
1520,1,2,51,373,36
1521,1,1,65,301,87
1522,1,2,65,937,87
1523,0,1,33,510,321
1524,1,2,52,75,484
1525,1,2,18,800,15
1526,1,2,72,353,434
1527,1,2,51,68,118
1528,1,2,62,5,30
1529,1,2,51,68,368
1530,1,2,10,107,124
1531,1,2,55,377,412
1532,1,2,16,859,39
1533,1,2,54,469,122
1534,1,2,62,542,235
1535,1,2,16,780,47
1536,0,2,72,522,60
1537,1,2,78,38,483
1538,1,2,47,311,416
1539,0,1,86,105,193
1540,1,2,55,434,498
1541,1,2,10,107,124
1542,1,2,72,353,60
1543,1,2,69,57,440
1544,1,1,64,928,32
1545,1,2,55,22,467
1546,1,2,55,129,467
1547,1,2,16,235,314
1548,1,2,55,434,498
1549,1,1,63,179,186
1550,1,2,93,210,112
1551,1,1,76,711,200
1552,1,2,47,355,416
1553,1,1,76,711,200
1554,1,2,5,589,14
1555,1,2,5,434,384
1556,0,0,25,356,475
1557,1,0,55,563,90
1558,1,2,80,919,456
1559,1,2,55,86,397
1560,1,2,91,8,2
1561,1,1,27,184,49
1562,1,2,55,384,65
1563,1,2,5,912,22
1564,0,2,72,72,70
1565,0,2,72,72,70
1566,1,2,91,718,342
1567,1,2,86,759,193
1568,1,2,93,973,208
1569,0,2,49,994,51
1570,0,2,16,219,39
1571,0,1,91,492,51
1572,1,2,68,328,131
1573,1,2,43,676,300
1574,1,2,0,413,300
1575,0,2,19,472,267
1576,0,2,91,718,173
1577,1,2,99,840,256
1578,0,1,34,131,204
1579,0,1,71,874,187
1580,1,2,55,434,498
1581,1,2,83,67,58
1582,1,2,10,220,196
1583,1,2,78,511,483
1584,1,2,55,875,397
1585,1,1,93,87,112
1586,1,2,72,353,179
1587,0,2,31,996,254
1588,1,2,54,378,397
1589,0,2,16,780,314
1590,1,2,20,399,284
1591,1,2,54,377,235
1592,1,2,86,597,440
1593,1,2,12,61,116
1594,1,2,78,511,483
1595,1,2,10,173,124
1596,1,2,52,897,484
1597,1,2,20,243,284
1598,1,2,78,30,483
1599,1,1,14,163,218
1600,0,1,86,7,339
1601,1,2,25,184,49
1602,1,2,49,745,145
1603,1,1,29,147,48
1604,1,2,47,644,278
1605,1,0,35,875,412
1606,1,0,56,694,66
1607,0,0,70,37,62
1608,1,0,9,177,472
1609,1,2,52,517,234
1610,1,2,52,75,234
1611,1,2,86,597,440
1612,1,2,55,384,65
1613,1,2,30,210,437
1614,1,2,55,384,397
1615,1,2,39,700,250
1616,1,2,84,138,307
1617,1,2,20,399,284
1618,1,2,5,810,251
1619,1,2,17,840,40
1620,1,2,16,279,47
1621,1,2,16,279,47
1622,1,2,78,511,483
1623,0,2,93,54,197
1624,1,2,17,840,78
1625,1,0,20,528,284
1626,0,2,90,200,341
1627,0,2,86,633,349
1628,1,1,76,102,59
1629,0,2,34,929,162
1630,0,2,25,958,256
1631,0,1,63,179,186
1632,0,1,16,410,391
1633,1,2,34,24,124
1634,1,2,34,576,473
1635,0,2,71,418,464
1636,1,2,99,87,112
1637,0,2,72,353,104
1638,0,2,99,438,368
1639,0,2,16,279,47
1640,0,2,31,57,123
1641,0,2,31,63,254
1642,0,1,4,413,204
1643,0,2,32,994,173
1644,0,2,34,413,300
1645,0,2,25,356,300
1646,1,2,99,193,256
1647,1,2,25,184,256
1648,1,2,34,119,124
1649,1,2,99,413,387
1650,1,2,91,192,51
1651,0,1,71,358,53
1652,1,2,99,193,256
1653,1,2,64,167,386
1654,1,1,29,849,203
1655,1,2,25,982,368
1656,1,2,17,67,58
1657,1,1,4,615,64
1658,0,1,3,272,252
1659,1,2,86,759,170
1660,1,1,63,223,54
1661,0,0,86,759,297
1662,1,2,85,452,78
1663,1,2,86,759,193
1664,0,0,84,871,307
1665,1,2,35,29,384
1666,1,1,76,256,200
1667,0,2,50,361,179
1668,0,2,46,717,44
1669,0,2,16,278,168
1670,1,2,54,13,78
1671,1,1,42,477,226
1672,1,2,43,267,312
1673,1,2,47,644,485
1674,1,2,20,245,284
1675,1,2,39,282,22
1676,1,2,54,210,412
1677,1,2,80,534,97
1678,1,2,80,907,209
1679,1,2,86,597,440
1680,1,2,85,1,241
1681,1,2,10,107,124
1682,1,1,93,87,112
1683,1,2,68,868,127
1684,1,2,86,893,193
1685,1,2,80,672,209
1686,0,2,31,21,94
1687,0,1,27,301,96
1688,0,2,46,230,413
1689,1,2,54,377,412
1690,1,2,55,402,14
1691,1,2,68,11,432
1692,1,1,40,426,434
1693,1,2,72,979,60
1694,0,2,34,413,439
1695,0,2,52,626,234
1696,1,2,31,83,24
1697,1,2,0,54,197
1698,1,2,0,54,76
1699,0,1,42,298,253
1700,1,2,30,434,498
1701,0,0,11,802,323
1702,1,0,11,891,217
1703,0,0,70,37,62
1704,0,0,24,611,381
1705,0,0,81,611,381
1706,0,0,81,280,125
1707,0,0,70,230,260
1708,1,0,24,205,66
1709,1,0,9,806,286
1710,1,0,1,715,401
1711,1,2,25,184,343
1712,1,2,17,33,40
1713,0,1,3,272,173
1714,1,2,43,288,387
1715,1,2,82,434,498
1716,1,2,55,517,36
1717,1,2,54,64,40
1718,1,2,30,378,122
1719,0,2,0,54,300
1720,1,2,54,64,397
1721,1,2,93,267,112
1722,1,2,65,434,87
1723,1,2,55,86,397
1724,1,2,18,920,180
1725,1,2,25,453,242
1726,1,2,0,54,76
1727,1,2,0,366,76
1728,1,2,47,311,416
1729,1,2,25,356,41
1730,0,2,20,462,173
1731,1,1,63,179,227
1732,1,2,0,54,300
1733,1,2,55,107,397
1734,1,2,71,687,386
1735,1,2,68,328,127
1736,1,2,51,438,368
1737,1,2,90,372,422
1738,1,2,99,193,340
1739,0,2,40,522,295
1740,0,2,34,288,51
1741,0,2,91,492,250
1742,1,2,68,328,340
1743,1,2,99,46,256
1744,1,0,0,54,300
1745,0,2,86,759,170
1746,0,2,31,438,123
1747,0,2,93,46,159
1748,1,2,54,729,340
1749,1,2,31,438,123
1750,1,2,51,46,294
1751,1,2,51,46,294
1752,1,2,40,353,60
1753,0,0,52,425,405
1754,0,0,70,37,62
1755,0,0,95,574,142
1756,1,2,25,356,148
1757,0,2,13,442,349
1758,1,2,52,193,234
1759,1,2,14,193,256
1760,1,2,99,288,387
1761,1,2,99,288,387
1762,1,2,99,193,256
1763,1,2,47,57,256
1764,1,2,91,718,2
1765,0,2,32,315,208
1766,1,2,47,57,440
1767,1,2,47,57,440
1768,1,2,47,57,440
1769,1,2,34,119,473
1770,0,1,79,19,333
1771,0,2,34,131,473
1772,1,2,99,193,256
1773,1,2,99,193,256
1774,1,2,68,193,127
1775,1,2,25,495,343
1776,1,2,46,871,307
1777,1,1,27,958,50
1778,0,2,99,54,256
1779,0,1,42,142,223
1780,1,2,86,759,193
1781,0,2,46,873,413
1782,1,2,86,759,193
1783,1,2,99,193,256
1784,1,2,25,958,343
1785,1,2,71,158,298
1786,1,2,54,305,78
1787,1,2,52,3,234
1788,1,1,35,664,331
1789,1,2,54,989,277
1790,0,0,46,871,458
1791,1,2,47,311,498
1792,1,0,68,328,127
1793,1,2,55,434,384
1794,1,1,10,664,331
1795,1,1,23,288,230
1796,1,2,20,399,284
1797,1,2,12,463,209
1798,1,2,61,21,212
1799,1,2,20,399,284
1800,0,2,16,491,47
1801,1,2,18,453,180
1802,1,2,12,407,131
1803,1,1,10,664,331
1804,1,2,0,452,78
1805,1,1,63,555,227
1806,1,2,25,129,475
1807,1,2,17,107,40
1808,1,2,93,495,159
1809,1,2,0,366,479
1810,1,2,0,54,76
1811,1,2,55,743,14
1812,1,2,34,614,81
1813,1,2,84,548,221
1814,1,1,76,747,460
1815,0,2,75,459,392
1816,0,1,72,353,60
1817,0,1,98,331,339
1818,1,2,52,75,484
1819,1,2,30,989,263
1820,1,2,47,644,360
1821,0,2,46,284,120
1822,1,2,10,22,132
1823,1,0,35,29,118
1824,1,0,64,167,386
1825,1,0,24,205,28
1826,0,0,24,82,139
1827,0,0,24,887,411
1828,0,0,56,414,260
1829,0,0,24,887,66
1830,0,0,95,591,262
1831,0,0,24,228,125
1832,0,0,70,37,62
1833,0,0,81,693,105
1834,0,0,81,73,125
1835,0,0,16,440,491
1836,0,0,1,917,335
1837,0,0,1,917,335
1838,0,0,66,440,335
1839,0,0,75,459,481
1840,0,0,75,459,481
1841,0,0,66,204,335
1842,1,2,22,276,440
1843,1,2,43,81,312
1844,1,2,51,438,456
1845,1,2,71,753,215
1846,1,2,20,399,284
1847,1,2,31,21,254
1848,0,2,10,90,81
1849,1,2,91,597,440
1850,1,2,91,919,2
1851,0,2,28,480,249
1852,1,1,18,642,148
1853,1,2,16,780,314
1854,1,2,0,918,2
1855,0,2,25,672,300
1856,1,2,0,54,76
1857,0,1,90,717,160
1858,1,1,90,582,422
1859,1,2,90,157,422
1860,1,2,90,157,223
1861,0,2,90,157,223
1862,1,2,85,346,372
1863,1,2,71,158,298
1864,1,2,54,517,397
1865,1,2,54,236,467
1866,1,2,17,743,14
1867,1,2,72,353,434
1868,1,2,90,157,422
1869,1,2,43,81,4
1870,0,1,61,170,378
1871,1,1,75,268,177
1872,1,2,55,743,14
1873,0,2,93,53,159
1874,0,2,89,413,174
1875,0,1,61,510,378
1876,0,1,7,89,356
1877,1,2,6,996,109
1878,0,1,3,6,252
1879,0,1,20,237,495
1880,0,0,77,826,319
1881,0,0,40,300,283
1882,0,1,48,435,154
1883,1,2,6,117,174
1884,0,0,35,237,199
1885,0,0,95,591,478
1886,0,0,1,999,322
1887,0,0,3,272,56
1888,0,0,7,77,464
1889,1,2,85,376,373
1890,1,2,48,88,84
1891,1,2,6,101,450
1892,1,2,6,789,18
1893,0,1,22,556,119
1894,0,2,22,614,81
1895,0,2,71,144,454
1896,0,2,32,641,433
1897,0,2,90,238,422
1898,0,1,90,838,346
1899,0,2,7,89,68
1900,1,2,6,698,228
1901,1,2,52,294,409
1902,0,0,66,516,239
1903,1,2,93,87,112
1904,1,1,23,432,498
1905,0,0,20,399,300
1906,0,1,29,540,203
1907,1,2,0,54,197
1908,0,1,29,147,48
1909,0,0,28,480,249
1910,1,2,93,973,208
1911,0,0,10,672,197
1912,0,1,3,990,189
1913,0,0,50,361,179
1914,1,2,30,810,140
1915,1,2,99,193,256
1916,1,2,17,86,165
1917,1,2,17,282,22
1918,1,0,10,672,300
1919,1,2,12,61,97
1920,1,2,49,745,475
1921,1,2,20,987,284
1922,0,1,76,183,183
1923,0,0,50,189,38
1924,0,1,33,933,162
1925,0,1,23,432,200
1926,1,2,91,863,461
1927,1,2,93,131,156
1928,0,1,42,427,149
1929,0,2,46,871,413
1930,0,1,92,425,236
1931,1,2,82,377,467
1932,0,1,33,503,230
1933,0,0,77,787,360
1934,1,2,82,197,40
1935,0,0,98,313,211
1936,0,0,95,693,265
1937,1,2,52,395,484
1938,1,1,82,197,345
1939,0,1,77,787,360
1940,1,2,12,61,36
1941,1,2,55,447,467
1942,1,1,23,711,200
1943,1,2,46,871,307
1944,0,0,31,343,46
1945,0,0,0,637,78
1946,1,2,0,54,76
1947,1,2,91,18,197
1948,1,2,16,410,447
1949,1,2,55,86,263
1950,0,0,92,137,208
1951,1,0,29,946,323
1952,0,0,68,328,127
1953,1,0,35,420,397
1954,1,0,35,875,483
1955,1,0,91,192,22
1956,1,0,76,809,244
1957,1,2,71,158,143
1958,0,1,31,510,94
1959,0,2,22,276,477
1960,0,1,42,156,253
1961,1,2,31,850,212
1962,1,2,72,273,434
1963,1,2,80,919,82
1964,1,2,47,293,415
1965,1,2,86,580,170
1966,1,1,27,615,204
1967,1,1,91,192,461
1968,0,0,50,181,295
1969,0,0,90,200,341
1970,0,2,71,121,168
1971,1,2,16,859,314
1972,0,2,4,32,45
1973,1,0,35,351,290
1974,0,0,24,561,411
1975,1,2,68,11,242
1976,0,1,45,614,408
1977,1,2,91,462,20
1978,1,1,25,896,242
1979,0,1,3,614,81
1980,1,2,52,137,208
1981,1,1,12,588,25
1982,1,2,17,683,438
1983,1,1,47,397,415
1984,1,2,61,519,212
1985,1,2,12,321,196
1986,1,2,80,829,289
1987,1,2,71,782,386
1988,0,2,90,631,389
1989,0,2,26,496,499
1990,1,2,54,64,150
1991,1,1,29,649,210
1992,0,0,0,637,78
1993,0,0,0,163,300
1994,0,0,7,844,152
1995,0,0,7,344,152
1996,1,2,93,53,159
1997,0,1,33,783,321
1998,1,2,93,713,93
1999,1,2,55,743,14
2000,1,2,30,369,33
2001,1,0,11,893,323
2002,1,0,29,540,289
2003,0,0,90,372,422
2004,0,0,98,203,315
2005,0,0,97,759,193
2006,1,2,54,377,412
2007,1,2,54,643,150
2008,0,1,3,828,333
2009,1,1,80,829,289
2010,0,1,75,970,68
2011,1,1,16,859,247
2012,0,2,84,994,221
2013,1,1,29,654,304
2014,0,0,86,580,193
2015,0,0,97,580,193
2016,1,0,11,201,49
2017,1,2,61,448,123
2018,1,2,85,726,395
2019,0,2,22,641,433
2020,1,2,99,858,256
2021,1,1,94,148,235
2022,1,2,93,54,197
2023,1,2,10,999,291
2024,1,2,54,729,235
2025,1,0,11,201,217
2026,1,2,39,729,235
2027,1,2,68,11,127
2028,0,1,75,197,4
2029,0,1,4,471,141
2030,0,1,76,457,236
2031,1,1,29,921,203
2032,0,2,38,554,108
2033,0,1,38,655,137
2034,0,0,38,925,396
2035,1,2,38,640,108
2036,0,1,38,914,455
2037,1,1,38,925,108
2038,1,2,38,925,108
2039,0,2,73,975,374
2040,1,2,53,90,11
2041,1,2,73,389,11
2042,1,2,73,464,11
2043,0,0,74,538,98
2044,0,0,21,543,86
2045,1,1,3,853,402
2046,1,2,73,389,11
2047,1,2,73,863,351
2048,1,2,18,649,180
2049,0,2,90,763,422
2050,0,0,3,19,333
2051,1,0,5,505,479
2052,1,2,91,150,2
2053,0,0,18,163,300
2054,0,0,75,470,474
2055,1,2,91,863,20
2056,1,2,54,64,150
2057,1,2,72,353,434
2058,1,2,90,157,389
2059,1,2,20,243,284
2060,1,2,54,104,65
2061,0,1,3,272,252
2062,0,0,3,952,252
2063,0,0,16,25,447
2064,1,0,35,875,90
2065,0,0,31,63,291
2066,0,0,46,232,486
2067,0,0,3,952,252
2068,0,0,95,693,105
2069,0,0,95,110,382
2070,1,1,76,102,59
2071,1,2,18,800,15
2072,1,2,62,542,235
2073,1,1,64,928,32
2074,1,2,54,377,412
2075,0,2,86,580,193
2076,0,2,22,27,190
2077,1,2,25,903,343
2078,1,2,80,919,456
2079,1,2,5,903,467
2080,1,1,8,463,31
2081,1,2,91,718,2
2082,1,2,84,138,307
2083,1,2,71,418,215
2084,1,2,31,996,254
2085,1,2,90,372,422
2086,1,2,68,98,127
2087,1,2,8,84,40
2088,1,2,78,511,483
2089,0,1,23,288,230
2090,1,2,54,377,235
2091,1,2,5,505,55
2092,1,2,12,61,116
2093,1,2,10,173,124
2094,0,2,90,200,341
2095,0,2,32,229,173
2096,1,2,54,810,438
2097,1,1,29,849,203
2098,1,2,0,54,118
2099,0,1,3,272,252
2100,1,2,91,718,342
2101,1,2,17,810,40
2102,1,2,11,64,323
2103,1,2,0,163,300
2104,1,2,0,163,300
2105,0,1,91,712,342
2106,1,2,43,267,312
2107,1,1,93,87,112
2108,1,2,54,377,412
2109,1,2,55,402,14
2110,1,0,11,15,323
2111,0,2,93,679,159
2112,1,0,0,54,300
2113,0,0,82,787,383
2114,0,2,61,933,259
2115,0,2,61,933,259
2116,0,2,61,933,437
2117,0,1,13,406,413
2118,1,2,61,21,212
2119,1,2,0,366,479
2120,1,2,52,75,484
2121,1,0,35,875,290
2122,0,2,28,480,249
2123,1,2,17,288,387
2124,0,2,32,994,213
2125,0,2,34,119,213
2126,0,2,22,363,465
2127,0,2,16,661,47
2128,0,2,84,548,413
2129,1,2,89,172,194
2130,0,2,16,119,39
2131,0,2,16,278,168
2132,1,2,6,117,194
2133,1,2,99,117,194
2134,0,2,31,996,109
2135,1,2,34,119,322
2136,0,2,40,72,70
2137,0,2,40,72,70
2138,1,2,20,704,163
2139,1,2,86,759,42
2140,1,2,89,9,194
2141,0,1,79,990,189
2142,1,2,6,698,228
2143,0,2,86,759,42
2144,0,2,47,994,205
2145,0,1,40,14,493
2146,1,2,49,745,194
2147,0,2,89,413,174
2148,1,2,6,106,174
2149,1,2,91,698,393
2150,0,2,16,219,47
2151,0,1,23,994,213
2152,0,2,84,548,221
2153,0,1,89,363,194
2154,0,1,34,836,202
2155,0,1,34,836,202
2156,0,2,14,296,131
2157,1,2,16,279,47
2158,0,2,32,994,56
2159,0,2,34,836,189
2160,0,1,16,461,391
2161,0,1,79,994,189
2162,1,2,34,6,194
2163,0,2,86,759,42
2164,1,2,86,759,42
2165,0,2,14,296,6
2166,0,2,40,629,283
2167,0,1,47,698,51
2168,1,2,20,704,390
2169,1,2,6,46,469
2170,1,2,85,126,377
2171,0,1,71,39,464
2172,1,2,89,252,393
2173,1,2,6,101,450
2174,1,2,6,996,109
2175,1,2,6,76,450
2176,0,0,89,363,73
2177,1,2,89,363,294
2178,1,2,6,363,450
2179,1,2,6,363,450
2180,1,2,89,363,194
2181,0,2,18,117,205
2182,1,1,89,849,189
2183,0,2,84,548,17
2184,0,2,7,89,246
2185,0,1,33,727,109
2186,0,1,33,727,109
2187,1,2,6,76,228
2188,1,2,91,376,174
2189,0,1,89,900,450
2190,0,2,40,629,283
2191,1,2,89,900,450
2192,1,2,47,311,416
2193,0,2,84,417,17
2194,1,2,31,996,109
2195,1,2,89,900,450
2196,1,2,71,418,464
2197,1,2,86,759,42
2198,0,1,48,435,154
2199,1,2,6,117,294
2200,1,2,68,978,174
2201,1,2,6,117,174
2202,1,2,31,343,109
2203,1,1,89,915,410
