,2Means_prot,3Means_prot,100Means_prot,1000Means_prot,500Means_prot
30321,1,1,65,601,424
30322,0,1,70,12,177
30323,1,2,17,637,65
30324,1,2,87,175,9
30325,1,2,57,498,50
30326,1,2,38,290,410
30327,0,0,88,144,382
30328,1,2,17,637,308
30329,1,2,73,194,188
30330,1,2,55,889,386
30331,1,2,86,545,249
30332,0,0,34,937,10
30333,1,1,2,361,494
30334,1,1,22,736,466
30335,0,1,43,182,494
30336,0,1,80,9,35
30337,0,0,13,249,193
30338,0,1,96,947,494
30339,1,1,4,527,472
30340,1,1,22,364,80
30341,0,0,13,377,214
30342,0,0,21,785,149
30343,0,0,22,785,149
30344,1,2,51,232,260
30345,1,2,55,670,252
30346,1,2,75,909,84
30347,1,2,85,630,156
30348,1,2,42,825,342
30349,1,2,8,660,485
30350,1,2,75,389,425
30351,1,2,66,165,226
30352,1,2,23,493,105
30353,1,2,91,300,120
30354,0,0,32,88,147
30355,1,2,32,46,84
30356,1,2,57,236,198
30357,1,2,49,300,120
30358,0,0,0,172,19
30359,1,2,47,906,197
30360,1,2,47,768,76
30361,1,2,88,300,243
30362,0,0,49,165,226
30363,0,0,49,165,226
30364,0,0,79,550,237
30365,1,2,47,979,210
30366,1,2,47,77,418
30367,0,0,49,367,279
30368,0,0,49,950,129
30369,1,2,91,50,420
30370,0,0,58,394,328
30371,1,2,75,794,84
30372,1,2,91,281,56
30373,0,0,80,399,485
30374,0,0,34,359,143
30375,1,2,75,389,425
30376,1,2,39,698,107
30377,1,2,90,755,115
30378,1,1,98,356,127
30379,0,0,91,88,393
30380,0,0,95,597,168
30381,1,2,75,308,425
30382,1,2,98,43,425
30383,1,2,23,569,36
30384,1,2,23,569,36
30385,0,1,96,293,79
30386,0,1,79,414,11
30387,1,1,42,713,339
30388,1,1,47,133,76
30389,1,1,21,199,40
30390,1,1,8,246,284
30391,1,1,75,349,84
30392,1,2,42,825,418
30393,0,0,91,881,386
30394,0,0,62,103,321
30395,1,2,75,718,302
30396,0,0,79,645,418
30397,1,2,47,184,197
30398,1,2,4,799,403
30399,1,2,42,458,145
30400,0,0,84,576,139
30401,1,2,42,458,145
30402,1,2,25,999,126
30403,0,0,57,782,318
30404,1,2,17,311,65
30405,1,2,9,25,384
30406,0,0,62,171,25
30407,1,2,18,39,187
30408,1,2,98,126,45
30409,1,2,17,311,65
30410,1,2,51,89,133
30411,0,0,58,240,27
30412,0,0,62,249,193
30413,1,2,82,500,375
30414,1,2,8,211,136
30415,0,0,80,523,323
30416,1,1,16,204,322
30417,1,1,65,37,474
30418,1,1,70,258,184
30419,1,1,65,873,98
30420,1,2,73,27,9
30421,0,0,57,68,338
30422,1,2,88,290,73
30423,0,0,56,55,134
30424,1,1,53,608,430
30425,1,1,32,547,147
30426,1,1,2,151,430
30427,0,1,89,996,20
30428,1,1,2,983,49
30429,1,1,43,256,356
30430,1,1,53,312,430
30431,1,1,96,175,209
30432,1,1,39,634,493
30433,1,1,96,500,290
30434,1,2,33,33,403
30435,1,2,19,312,250
30436,0,0,73,566,125
30437,1,2,86,401,67
30438,1,2,54,349,334
30439,1,2,55,434,252
30440,0,0,13,14,281
30441,0,0,46,166,161
30442,1,2,85,847,476
30443,0,0,19,471,90
30444,0,0,22,659,438
30445,0,0,0,738,157
30446,1,2,32,704,241
30447,0,0,80,573,162
30448,0,0,89,496,328
30449,1,2,22,710,86
30450,1,2,10,122,150
30451,0,0,73,56,289
30452,1,2,95,807,398
30453,1,2,27,174,491
30454,1,2,95,615,463
30455,0,0,96,732,157
30456,1,2,33,184,197
30457,0,0,72,313,73
30458,0,0,62,171,25
30459,1,2,15,266,181
30460,1,2,42,696,149
30461,0,0,57,95,420
30462,1,1,70,356,262
30463,1,2,88,845,375
30464,0,0,22,257,166
30465,1,2,8,478,241
30466,1,2,12,570,115
30467,0,0,56,179,437
30468,1,2,97,337,357
30469,1,2,42,68,112
30470,1,2,10,571,117
30471,1,1,2,151,40
30472,1,1,32,726,35
30473,1,1,36,871,183
30474,1,1,43,128,46
30475,1,1,27,817,283
30476,0,0,35,67,481
30477,1,1,50,625,85
30478,1,2,19,661,381
30479,0,0,48,679,473
30480,1,2,48,535,473
30481,1,2,59,277,72
30482,0,0,30,120,415
30483,1,2,29,47,258
30484,1,2,35,703,458
30485,1,2,7,705,300
30486,0,0,7,792,281
30487,0,0,7,922,473
30488,1,2,30,120,415
30489,1,2,42,879,213
30490,0,0,15,64,41
30491,0,0,48,155,361
30492,0,0,92,907,277
30493,1,2,30,687,248
30494,0,0,30,997,415
30495,0,0,76,155,277
30496,1,2,59,710,72
30497,1,2,76,882,204
30498,0,0,11,155,361
30499,1,2,30,641,14
30500,1,2,48,705,300
30501,0,0,11,155,239
30502,0,0,56,285,307
30503,0,0,58,187,473
30504,1,2,63,350,429
30505,1,2,30,797,435
30506,0,0,82,283,239
30507,0,0,72,727,446
30508,1,2,59,658,189
30509,0,0,83,338,361
30510,1,2,57,306,257
30511,1,2,48,559,251
30512,1,2,87,559,251
30513,1,2,83,45,361
30514,0,0,11,155,239
30515,0,0,94,348,307
30516,1,2,48,285,361
30517,1,2,29,369,435
30518,0,0,76,155,277
30519,1,2,30,431,415
30520,1,2,76,473,204
30521,1,1,29,517,423
30522,1,1,37,284,298
30523,1,1,16,778,172
30524,1,1,37,284,298
30525,1,1,36,994,117
30526,1,2,59,277,72
30527,0,0,59,748,239
30528,1,2,30,646,365
30529,0,0,30,997,415
30530,0,0,7,563,327
30531,0,0,11,961,307
30532,0,0,7,155,239
30533,1,2,30,407,313
30534,1,2,87,682,9
30535,0,0,11,348,277
30536,1,2,59,363,172
30537,0,0,7,520,70
30538,1,2,48,914,341
30539,1,1,43,73,62
30540,1,1,54,852,435
30541,1,1,29,879,213
30542,0,0,76,474,130
30543,0,1,76,725,139
30544,1,1,37,680,62
30545,0,0,11,155,306
30546,1,1,37,852,82
30547,1,1,37,583,455
30548,0,1,69,48,210
30549,1,1,83,283,58
30550,1,1,37,583,455
30551,0,0,30,803,489
30552,0,1,76,474,277
30553,1,2,48,73,239
30554,1,2,60,73,239
30555,1,2,48,430,263
30556,0,0,76,348,114
30557,1,2,48,958,239
30558,1,2,48,583,455
30559,1,2,76,882,204
30560,1,2,42,363,301
30561,0,0,13,62,259
30562,1,2,98,349,334
30563,1,2,0,60,252
30564,1,2,0,655,142
30565,0,0,34,937,10
30566,1,2,88,566,125
30567,1,2,56,754,461
30568,0,0,17,311,308
30569,1,2,64,801,295
30570,1,2,46,571,217
30571,1,2,64,856,264
30572,1,2,57,754,50
30573,1,2,66,130,211
30574,0,0,90,344,321
30575,1,2,22,67,466
30576,0,0,62,294,3
30577,0,0,94,813,497
30578,0,0,0,738,157
30579,1,2,15,631,439
30580,1,2,5,501,81
30581,0,0,19,121,90
30582,0,0,25,260,431
30583,1,2,42,879,149
30584,1,2,66,59,212
30585,0,0,78,141,480
30586,0,0,62,526,289
30587,0,0,62,344,61
30588,1,2,49,4,374
30589,0,0,41,985,499
30590,1,2,71,295,265
30591,0,0,66,2,88
30592,1,2,32,758,12
30593,1,2,15,566,181
30594,0,1,16,492,231
30595,1,1,69,561,179
30596,1,1,65,781,23
30597,0,0,24,492,94
30598,1,1,77,912,482
30599,0,0,24,319,94
30600,1,1,65,873,274
30601,1,1,5,580,16
30602,0,0,17,18,113
30603,1,2,94,538,142
30604,1,2,82,682,302
30605,1,2,85,282,476
30606,0,0,21,391,272
30607,1,2,66,215,212
30608,1,2,20,59,100
30609,1,1,86,608,487
30610,1,1,2,108,98
30611,1,1,2,361,494
30612,1,1,87,660,35
30613,1,1,88,845,101
30614,1,1,43,182,486
30615,0,1,58,112,363
30616,0,0,21,636,27
30617,1,2,42,363,301
30618,1,2,42,458,145
30619,0,0,22,647,216
30620,1,2,99,900,475
30621,1,2,96,500,290
30622,1,2,14,34,212
30623,1,2,10,122,30
30624,1,2,93,124,178
30625,1,2,69,979,355
30626,1,2,64,282,476
30627,1,2,17,311,65
30628,1,2,64,89,386
30629,1,2,38,566,159
30630,1,2,32,523,323
30631,0,0,58,62,105
30632,0,0,19,81,30
30633,1,2,75,909,186
30634,1,2,60,938,135
30635,1,2,33,310,358
30636,0,0,22,529,438
30637,1,2,56,661,381
30638,1,2,57,855,43
30639,0,0,13,14,328
30640,0,0,72,727,446
30641,1,2,88,845,201
30642,1,2,42,36,342
30643,1,2,42,36,149
30644,0,0,25,312,219
30645,1,2,33,184,358
30646,1,2,78,909,126
30647,0,1,0,10,344
30648,1,1,40,522,282
30649,1,1,77,912,33
30650,1,1,65,153,231
30651,1,2,96,511,7
30652,1,2,93,435,133
30653,0,0,41,748,11
30654,1,2,54,365,334
30655,1,2,17,131,308
30656,1,2,86,906,197
30657,1,2,84,222,308
30658,1,2,78,282,476
30659,1,2,33,906,146
30660,1,2,45,197,313
30661,0,1,4,312,177
30662,1,1,38,726,98
30663,1,1,71,629,480
30664,0,0,41,939,98
30665,1,1,32,507,35
30666,0,1,35,67,481
30667,1,2,56,23,115
30668,1,2,82,66,289
30669,0,0,72,313,193
30670,1,2,20,184,148
30671,1,2,46,754,161
30672,1,2,73,357,219
30673,1,2,86,79,92
30674,1,2,19,419,26
30675,1,2,0,30,19
30676,1,2,73,799,310
30677,0,0,81,540,11
30678,0,0,19,469,49
30679,0,0,19,540,49
30680,0,0,42,110,150
30681,0,0,58,853,328
30682,1,2,93,124,334
30683,0,0,22,942,279
30684,1,1,36,694,444
30685,0,0,24,495,329
30686,1,1,84,275,229
30687,0,0,22,749,452
30688,0,1,2,540,494
30689,0,0,60,953,250
30690,0,0,0,732,157
30691,1,2,86,885,26
30692,1,2,33,29,358
30693,1,2,81,216,69
30694,0,0,64,622,64
30695,1,2,20,929,266
30696,1,2,81,123,69
30697,1,2,93,840,357
30698,1,2,97,455,357
30699,1,2,18,15,375
30700,1,1,35,67,492
30701,0,1,71,789,47
30702,0,0,41,62,152
30703,1,2,1,991,82
30704,1,2,3,22,477
30705,1,2,3,152,441
30706,1,2,78,918,480
30707,0,0,88,604,185
30708,1,2,38,396,93
30709,1,2,55,991,18
30710,1,2,33,329,2
30711,0,0,92,894,187
30712,1,2,84,245,342
30713,1,2,50,390,236
30714,1,2,42,574,187
30715,1,2,10,280,117
30716,1,2,39,280,117
30717,1,2,33,991,197
30718,1,1,53,720,317
30719,1,1,2,112,363
30720,0,0,42,894,187
30721,1,2,93,791,417
30722,0,0,92,864,259
30723,1,2,20,589,403
30724,1,2,9,900,180
30725,0,0,6,317,337
30726,1,2,22,403,275
30727,0,0,0,402,218
30728,1,2,92,401,4
30729,1,2,59,84,395
30730,1,2,19,28,374
30731,0,0,9,687,248
30732,1,2,96,709,337
30733,0,0,34,359,483
30734,0,0,92,318,112
30735,1,2,57,412,26
30736,0,0,11,581,189
30737,1,2,51,627,255
30738,1,2,45,49,122
30739,0,0,0,639,124
30740,1,2,73,727,226
30741,1,2,42,848,15
30742,1,2,27,207,42
30743,0,0,0,639,19
30744,1,2,53,211,453
30745,1,2,56,471,431
30746,1,2,78,909,483
30747,0,0,0,962,480
30748,1,1,53,517,423
30749,0,1,16,208,274
30750,0,0,34,599,10
30751,1,2,68,148,32
30752,0,0,53,140,70
30753,1,2,59,846,269
30754,1,2,8,816,366
30755,1,2,12,74,359
30756,1,2,84,676,55
30757,1,2,46,347,121
30758,1,2,75,625,178
30759,1,1,8,975,313
30760,1,1,45,460,131
30761,1,1,87,899,319
30762,1,1,88,15,254
30763,0,0,27,174,491
30764,1,1,8,478,180
30765,1,1,32,587,467
30766,1,1,63,26,85
30767,1,1,1,26,197
30768,1,1,45,772,14
30769,1,2,32,769,147
30770,1,2,55,51,293
30771,1,2,51,412,355
30772,1,2,15,475,116
30773,1,2,63,624,275
30774,1,2,82,270,315
30775,1,2,50,482,296
30776,0,0,0,804,409
30777,0,0,0,309,490
30778,1,2,57,318,112
30779,1,2,28,251,74
30780,0,0,41,294,3
30781,1,2,96,334,484
30782,1,2,78,406,468
30783,1,2,81,33,53
30784,1,2,23,385,422
30785,1,2,35,383,492
30786,1,2,33,913,100
30787,1,2,78,406,422
30788,1,2,81,913,375
30789,1,2,28,251,74
30790,1,2,28,786,74
30791,1,2,15,838,32
30792,0,0,22,701,38
30793,1,2,93,508,133
30794,0,0,41,81,449
30795,0,0,64,678,240
30796,0,0,81,33,11
30797,1,2,81,777,375
30798,1,2,33,33,100
30799,0,0,66,165,226
30800,0,0,66,165,226
30801,0,0,21,696,149
30802,1,2,95,868,280
30803,1,2,95,826,398
30804,0,0,38,893,3
30805,1,2,95,868,280
30806,1,2,93,43,0
30807,1,2,75,143,417
30808,1,2,81,408,209
30809,0,0,41,354,449
30810,1,2,94,251,157
30811,0,0,41,336,449
30812,1,2,75,192,488
30813,1,2,32,125,151
30814,1,2,81,364,53
30815,0,0,18,260,478
30816,0,1,65,495,329
30817,1,1,16,948,324
30818,1,1,5,580,16
30819,1,1,40,522,282
30820,1,1,16,426,482
30821,0,0,41,6,449
30822,1,2,32,210,484
30823,0,0,81,801,240
30824,1,2,75,192,488
30825,1,2,31,739,188
30826,1,2,72,183,53
30827,0,0,87,421,9
30828,1,2,17,765,64
30829,1,2,38,41,64
30830,0,1,81,133,177
30831,1,1,2,426,482
30832,0,1,88,81,5
30833,1,1,9,200,261
30834,0,1,80,353,128
30835,1,1,51,908,1
30836,0,0,80,537,147
30837,1,1,18,248,478
30838,1,2,99,481,242
30839,1,2,96,11,60
30840,1,2,78,250,422
30841,0,0,41,632,124
30842,1,2,32,868,280
30843,1,2,31,577,69
30844,1,2,97,541,357
30845,0,0,26,354,478
30846,1,2,95,868,280
30847,1,2,95,868,280
30848,1,2,18,527,158
30849,1,2,98,126,368
30850,1,2,64,379,223
30851,0,0,17,622,43
30852,1,2,52,944,109
30853,0,0,64,801,240
30854,1,2,12,539,178
30855,0,0,81,521,214
30856,1,2,28,786,432
30857,0,0,42,696,149
30858,1,2,20,379,223
30859,1,2,17,628,44
30860,1,2,81,777,375
30861,1,2,22,564,86
30862,0,0,88,604,185
30863,0,0,94,127,243
30864,1,2,84,686,74
30865,1,2,18,375,54
30866,1,2,19,147,107
30867,1,2,98,126,334
30868,1,2,23,105,326
30869,1,2,95,615,128
30870,0,0,49,533,384
30871,1,2,78,192,480
30872,0,1,24,495,329
30873,1,1,36,600,332
30874,1,1,65,558,424
30875,1,1,36,600,332
30876,1,1,70,162,144
30877,1,2,93,308,488
30878,1,2,93,435,133
30879,1,2,57,264,50
30880,1,2,17,41,64
30881,1,2,35,779,149
30882,1,2,31,739,188
30883,1,1,43,464,297
30884,1,1,9,125,128
30885,1,1,14,436,183
30886,0,1,31,636,74
30887,1,1,84,786,432
30888,1,1,36,849,363
30889,1,1,84,930,76
30890,0,1,62,558,385
30891,1,2,98,708,440
30892,0,0,49,533,384
30893,0,0,41,360,88
30894,1,2,18,237,185
30895,0,0,80,25,360
30896,0,0,34,853,150
30897,1,2,33,913,100
30898,0,0,31,550,1
30899,0,0,52,674,6
30900,0,0,12,539,109
30901,1,2,39,122,368
30902,1,2,66,861,226
30903,1,2,88,500,439
30904,1,2,4,670,219
30905,1,2,19,255,466
30906,1,2,57,95,50
30907,0,0,0,738,157
30908,1,2,86,31,487
30909,1,2,87,888,1
30910,1,2,42,825,149
30911,1,2,14,412,355
30912,0,0,57,95,318
30913,1,2,14,567,212
30914,0,0,25,917,89
30915,1,2,86,79,7
30916,1,2,47,949,7
30917,0,0,9,125,173
30918,1,2,54,741,334
30919,1,2,19,420,367
30920,1,1,70,315,444
30921,1,2,38,434,159
30922,1,2,75,122,178
30923,1,2,57,68,210
30924,1,2,78,805,146
30925,1,1,53,269,135
30926,1,1,2,364,80
30927,1,1,82,839,111
30928,1,1,95,964,304
30929,1,1,2,633,287
30930,1,1,84,275,32
30931,1,1,86,906,105
30932,1,1,96,99,82
30933,1,1,96,175,133
30934,0,0,34,359,150
30935,1,2,86,608,374
30936,1,2,98,424,348
30937,1,2,96,799,439
30938,0,0,0,804,409
30939,0,0,82,988,400
30940,1,2,86,79,250
30941,1,2,22,364,80
30942,0,0,62,344,61
30943,1,2,72,727,168
30944,1,2,6,452,250
30945,0,0,14,950,227
30946,1,2,93,71,133
30947,0,0,71,925,143
30948,0,0,56,336,61
30949,1,2,78,278,174
30950,0,0,26,663,433
30951,1,2,84,220,380
30952,1,2,51,232,394
30953,1,2,87,340,9
30954,0,0,28,214,434
30955,0,0,21,62,134
30956,1,2,4,196,453
30957,1,2,6,598,253
30958,1,2,19,107,399
30959,0,0,28,214,434
30960,1,2,56,113,468
30961,0,0,89,947,382
30962,1,2,4,500,7
30963,0,0,41,136,259
30964,1,1,16,162,274
30965,1,2,96,50,402
30966,1,2,84,856,88
30967,1,2,89,84,395
30968,1,1,95,773,339
30969,1,1,90,12,392
30970,1,1,60,527,285
30971,1,1,33,269,358
30972,0,0,69,677,218
30973,1,2,32,615,12
30974,1,2,86,31,487
30975,1,2,86,31,487
30976,0,0,21,947,134
30977,0,0,89,536,80
30978,1,2,46,94,161
30979,0,0,73,92,287
30980,0,0,41,526,90
30981,1,2,19,152,293
30982,1,2,4,167,345
30983,1,2,88,171,25
30984,1,2,19,419,107
30985,1,2,19,469,15
30986,0,0,13,526,90
30987,0,0,73,233,90
30988,0,0,64,419,433
30989,1,2,4,650,176
30990,0,0,13,377,214
30991,1,2,86,92,287
30992,1,2,86,31,487
30993,1,2,96,105,219
30994,0,0,21,193,134
30995,1,2,86,79,197
30996,1,2,82,66,24
30997,1,2,5,201,443
30998,1,2,15,999,181
30999,1,2,32,926,241
31000,0,0,71,24,143
31001,1,2,99,432,406
31002,1,1,65,456,410
31003,1,1,65,601,424
31004,1,2,20,184,13
31005,0,0,89,650,395
31006,1,2,57,918,284
31007,0,0,89,499,207
31008,1,2,55,990,70
31009,0,0,34,869,143
31010,1,2,38,290,199
31011,1,1,10,112,363
31012,1,1,60,330,297
31013,1,1,70,328,194
31014,1,1,36,90,24
31015,1,1,90,12,430
31016,1,1,94,636,322
31017,1,1,27,111,141
31018,1,1,69,752,284
31019,1,1,0,439,252
31020,1,1,14,643,16
31021,1,1,74,741,493
31022,1,2,33,329,91
31023,1,2,74,91,92
31024,1,2,38,4,125
31025,0,0,72,572,446
31026,1,2,66,479,226
31027,0,0,41,323,129
31028,1,2,38,80,198
31029,1,2,38,80,198
31030,1,2,91,906,203
31031,1,2,82,988,479
31032,0,0,62,136,129
31033,0,0,79,701,38
31034,1,2,47,395,374
31035,0,0,23,565,454
31036,1,2,39,224,203
31037,1,2,60,953,203
31038,1,2,1,80,159
31039,1,2,57,95,210
31040,1,2,97,541,357
31041,0,0,11,504,244
31042,1,2,33,867,309
31043,0,0,41,526,124
31044,1,2,96,79,209
31045,1,2,57,68,210
31046,1,2,57,68,210
31047,0,0,22,257,166
31048,1,2,66,2,168
31049,0,0,41,529,90
31050,0,0,94,605,338
31051,0,0,41,529,90
31052,1,2,51,979,179
31053,1,1,33,184,148
31054,0,1,34,915,10
31055,0,0,41,526,124
31056,1,2,38,88,159
31057,1,2,75,42,436
31058,1,2,79,375,54
31059,1,2,79,375,54
31060,1,2,91,281,56
31061,1,2,91,651,107
31062,1,2,75,42,436
31063,1,2,91,300,124
31064,1,2,38,396,374
31065,1,2,19,147,195
31066,0,0,41,540,90
31067,0,0,41,540,90
31068,0,0,27,58,6
31069,1,2,78,4,483
31070,1,2,26,236,125
31071,1,2,93,124,68
31072,0,0,22,63,325
31073,0,0,41,815,6
31074,1,2,86,108,374
31075,1,2,38,445,159
31076,1,2,38,445,159
31077,1,2,38,445,159
31078,1,2,38,445,159
31079,0,0,41,540,90
31080,0,0,72,902,443
31081,0,0,76,155,277
31082,1,2,51,888,116
31083,0,0,48,155,361
31084,1,2,48,958,93
31085,1,2,39,958,93
31086,0,0,48,155,239
31087,1,2,57,306,354
31088,1,2,57,306,354
31089,0,0,58,64,473
31090,1,1,37,675,427
31091,1,2,26,167,219
31092,1,2,33,182,486
31093,1,2,66,501,57
31094,0,0,13,24,28
31095,0,0,41,526,157
31096,1,2,26,419,212
31097,1,2,33,184,358
31098,1,2,19,954,195
31099,1,2,74,39,399
31100,1,2,4,357,219
31101,1,2,87,357,1
31102,1,2,57,979,257
31103,0,0,31,141,124
31104,0,0,31,141,124
31105,1,2,26,419,212
31106,1,2,86,108,374
31107,1,2,4,357,219
31108,1,2,0,655,19
31109,1,2,4,357,219
31110,1,2,96,446,219
31111,1,2,87,357,1
31112,1,2,87,550,1
31113,0,0,31,141,124
31114,1,2,31,885,250
31115,1,2,31,312,250
31116,1,1,43,322,486
31117,1,1,43,322,486
31118,1,2,78,406,480
31119,1,2,78,406,480
31120,1,2,19,395,374
31121,1,2,57,95,257
31122,1,2,74,329,431
31123,1,2,78,303,150
31124,1,2,86,395,374
31125,1,2,57,95,257
31126,1,2,19,395,106
31127,1,2,38,357,219
31128,1,2,78,113,468
31129,1,2,56,113,468
31130,1,2,4,777,375
31131,1,2,0,655,19
31132,1,1,2,334,124
31133,1,2,26,108,374
31134,0,0,21,480,27
31135,1,2,27,991,88
31136,1,2,59,224,431
31137,1,2,59,991,4
31138,1,2,59,991,4
31139,1,2,74,224,206
31140,1,2,57,412,355
31141,1,2,57,412,355
31142,1,2,57,412,355
31143,1,2,51,888,116
31144,1,2,57,318,210
31145,1,2,81,33,107
31146,1,2,81,739,107
31147,1,2,81,739,289
31148,1,2,81,670,107
31149,1,2,81,953,219
31150,1,2,66,85,88
31151,1,1,96,408,76
31152,1,2,18,248,478
31153,1,2,18,465,66
31154,1,2,81,408,374
31155,1,2,81,189,158
31156,1,2,57,375,257
31157,1,2,57,375,257
31158,1,2,81,236,125
31159,1,2,18,4,441
31160,1,2,81,236,478
31161,0,0,58,64,145
31162,0,0,69,132,218
31163,1,2,19,147,195
31164,1,2,71,484,143
31165,1,2,71,484,143
31166,0,0,38,820,410
31167,1,2,19,469,195
31168,1,2,73,194,188
31169,1,2,73,194,188
31170,1,2,19,954,195
31171,1,2,73,421,188
31172,1,2,93,124,68
31173,1,2,93,124,68
31174,0,0,41,323,152
31175,1,2,38,445,159
31176,1,2,4,357,219
31177,0,0,79,550,452
31178,1,2,15,131,79
31179,1,2,19,566,124
31180,0,0,13,327,494
31181,1,2,26,375,54
31182,1,2,26,375,54
31183,1,2,78,303,150
31184,1,2,86,637,135
31185,1,2,63,446,275
31186,1,2,82,988,211
31187,1,2,82,832,445
31188,1,2,35,832,445
31189,1,2,82,832,445
31190,1,2,38,456,410
31191,1,2,38,456,410
31192,0,0,41,748,124
31193,1,2,73,194,148
31194,1,2,73,257,431
31195,1,2,25,105,125
31196,0,0,1,496,165
31197,1,2,75,57,441
31198,0,0,58,339,469
31199,0,0,1,596,95
31200,1,2,15,16,80
31201,1,2,17,139,295
31202,1,2,64,862,223
31203,0,0,64,737,238
31204,1,2,46,271,454
31205,1,2,20,617,295
31206,1,2,52,425,42
31207,1,2,64,617,223
31208,0,0,64,737,238
31209,0,0,49,186,119
31210,1,2,22,99,203
31211,1,2,6,595,203
31212,1,2,66,479,226
31213,0,0,58,336,132
31214,1,2,75,424,357
31215,0,0,49,980,119
31216,1,2,66,234,211
31217,0,0,49,980,119
31218,1,2,20,715,223
31219,1,2,8,273,225
31220,1,2,33,381,358
31221,0,0,92,564,338
31222,0,0,21,564,166
31223,1,2,22,564,166
31224,1,2,93,508,425
31225,1,2,33,381,84
31226,0,0,92,564,149
31227,0,0,41,323,129
31228,0,0,49,58,6
31229,1,2,23,651,93
31230,0,0,88,300,129
31231,0,0,79,323,215
31232,1,2,44,30,442
31233,1,2,33,381,202
31234,1,2,75,192,480
31235,0,0,41,323,129
31236,1,2,72,731,168
31237,0,0,58,556,268
31238,1,2,33,381,100
31239,1,2,32,758,12
31240,1,2,84,933,197
31241,1,2,1,906,159
31242,1,2,8,231,14
31243,0,0,14,409,491
31244,0,0,22,647,216
31245,0,0,0,655,198
31246,1,2,49,452,491
31247,1,1,8,231,291
31248,1,1,65,37,231
31249,0,1,35,158,94
31250,0,0,24,208,414
31251,1,2,23,969,166
31252,1,2,75,840,178
31253,1,2,96,446,402
31254,1,2,51,392,237
31255,1,2,23,351,366
31256,0,0,0,384,157
31257,1,1,1,322,474
31258,1,1,96,859,474
31259,1,1,33,796,30
31260,0,1,94,427,157
31261,0,1,60,395,328
31262,1,1,0,655,142
31263,0,0,94,854,469
31264,1,1,44,968,400
31265,1,2,47,395,175
31266,1,2,49,980,119
31267,0,0,21,395,287
31268,1,2,79,644,237
31269,1,2,1,620,159
31270,1,2,96,722,107
31271,0,0,82,87,400
31272,1,2,38,41,64
31273,0,0,21,240,129
31274,1,2,39,651,447
31275,0,0,89,364,80
31276,1,2,90,137,252
31277,1,2,12,502,223
31278,1,2,57,68,50
31279,1,2,55,898,404
31280,1,2,73,744,253
31281,1,2,33,978,77
31282,1,2,93,124,133
31283,1,1,16,494,405
31284,1,1,53,891,430
31285,1,2,57,875,394
31286,1,1,98,700,493
31287,1,1,50,337,160
31288,1,2,73,831,293
31289,1,2,78,295,459
31290,1,2,57,250,257
31291,0,0,13,504,401
31292,1,2,96,953,158
31293,1,2,17,205,65
31294,1,2,46,763,161
31295,1,2,59,305,264
31296,1,2,64,754,300
31297,1,2,64,89,264
31298,1,2,46,944,161
31299,1,2,20,688,461
31300,0,0,7,669,189
31301,1,2,64,94,300
31302,1,2,64,89,264
31303,0,0,7,371,281
31304,1,2,85,209,266
31305,1,2,74,909,399
31306,0,0,34,359,95
31307,1,2,33,310,4
31308,1,2,74,72,0
31309,0,0,58,179,437
31310,0,0,11,326,328
31311,1,2,42,149,278
31312,1,2,33,445,93
31313,0,0,11,596,95
31314,0,0,76,473,204
31315,0,0,11,253,11
31316,0,0,87,256,356
31317,0,0,21,480,278
31318,1,2,84,149,278
31319,0,0,42,845,469
31320,1,2,73,261,105
31321,1,2,27,234,211
31322,0,0,19,260,49
31323,0,0,26,677,49
31324,1,2,10,766,117
31325,0,0,41,563,90
31326,1,2,32,660,180
31327,1,1,65,806,144
31328,0,0,44,384,8
31329,1,2,31,98,310
31330,1,1,14,763,305
31331,1,1,37,26,290
31332,1,1,44,100,111
31333,0,0,88,339,306
31334,1,1,37,512,286
31335,1,1,66,270,396
31336,1,1,2,330,224
31337,1,1,63,681,496
31338,1,2,29,32,0
31339,0,0,35,380,409
31340,0,0,35,380,409
31341,0,0,76,473,204
31342,0,0,76,665,114
31343,1,2,3,32,477
31344,1,2,30,924,180
31345,0,0,11,669,244
31346,1,2,63,26,465
31347,1,2,3,5,213
31348,1,2,3,991,4
31349,1,2,37,422,276
31350,0,0,83,83,248
31351,0,0,76,725,277
31352,0,0,11,326,21
31353,1,2,11,453,206
31354,1,2,63,390,236
31355,0,0,11,5,213
31356,1,2,59,549,483
31357,1,2,29,747,477
31358,1,2,37,705,300
31359,1,2,3,363,300
31360,0,0,7,179,437
31361,0,0,11,253,21
31362,1,2,33,445,93
31363,1,2,11,596,95
31364,0,0,11,314,318
31365,0,0,76,368,277
31366,0,0,11,679,21
31367,0,0,11,596,95
31368,1,2,57,561,362
31369,0,0,11,504,277
31370,1,2,63,26,458
31371,0,0,92,907,114
31372,0,0,76,230,307
31373,1,2,29,72,236
31374,0,0,11,253,21
31375,1,2,90,170,361
31376,1,1,65,153,110
31377,1,1,54,883,233
31378,1,1,37,522,224
31379,1,2,20,302,269
31380,1,2,59,866,395
31381,1,2,29,308,131
31382,1,2,59,268,336
31383,1,2,29,288,63
31384,0,0,11,504,271
31385,1,1,37,728,298
31386,1,1,37,505,229
31387,1,1,37,679,92
31388,1,1,37,438,429
31389,1,1,83,54,490
31390,1,1,83,575,58
31391,1,1,37,302,224
31392,1,1,3,161,229
31393,1,1,83,908,224
31394,0,0,11,610,401
