,2Means_prot,3Means_prot,100Means_prot,1000Means_prot,500Means_prot
97998,1,2,10,668,288
97999,1,2,49,215,384
98000,1,2,9,119,261
98001,0,0,41,635,53
98002,1,2,81,53,202
98003,0,0,0,649,3
98004,0,0,41,6,449
98005,1,2,81,421,188
98006,0,0,41,632,449
98007,1,2,18,157,66
98008,1,2,45,279,280
98009,1,2,94,251,157
98010,1,2,81,364,53
98011,1,2,31,200,379
98012,0,1,36,216,177
98013,1,1,43,7,330
98014,1,1,43,7,330
98015,1,1,43,7,330
98016,1,1,43,216,330
98017,1,1,40,216,23
98018,1,1,53,673,294
98019,1,1,16,216,324
98020,0,1,24,495,329
98021,1,1,65,948,23
98022,0,1,36,948,482
98023,1,1,65,216,324
98024,1,1,77,629,127
98025,1,1,65,162,144
98026,1,1,36,602,332
98027,1,1,5,580,16
98028,0,1,70,216,177
98029,0,0,24,495,329
98030,1,1,44,940,390
98031,1,1,69,940,419
98032,0,1,24,616,363
98033,1,1,36,216,363
98034,1,1,36,600,363
98035,1,1,50,580,16
98036,1,1,16,625,482
98037,1,1,65,216,324
98038,1,1,70,216,324
98039,1,1,16,781,231
98040,1,1,70,60,344
98041,0,1,24,486,177
98042,1,1,53,53,97
98043,1,1,65,948,155
98044,1,1,16,216,231
98045,1,1,16,216,482
98046,1,1,53,216,97
98047,1,1,70,162,144
98048,0,0,17,6,65
98049,0,0,35,85,492
98050,1,2,98,398,488
98051,1,2,66,85,190
98052,0,0,81,264,61
98053,1,2,28,786,74
98054,1,2,8,906,100
98055,1,2,17,765,64
98056,0,0,94,210,64
98057,1,2,33,381,100
98058,0,0,0,537,379
98059,0,0,34,716,150
98060,1,2,98,143,417
98061,1,2,66,85,100
98062,0,0,81,560,341
98063,1,2,38,41,64
98064,1,2,18,374,240
98065,0,1,14,899,319
98066,1,1,32,704,241
98067,1,1,18,157,472
98068,1,1,18,776,30
98069,1,1,78,118,186
98070,1,1,71,493,33
98071,1,1,45,378,467
98072,1,1,95,826,398
98073,1,1,43,776,408
98074,1,1,43,776,408
98075,1,1,43,776,408
98076,1,2,78,250,468
98077,1,2,99,826,475
98078,1,2,95,826,280
98079,1,2,93,124,122
98080,1,2,78,449,186
98081,0,0,58,110,268
98082,0,0,21,240,27
98083,1,2,5,432,280
98084,0,0,44,649,321
98085,0,0,81,635,53
98086,0,0,94,812,22
98087,1,2,18,105,478
98088,1,2,18,465,66
98089,1,2,18,465,66
98090,0,0,0,537,3
98091,1,2,44,143,260
98092,1,2,28,896,478
98093,1,2,1,604,432
98094,1,2,33,400,100
98095,1,2,98,126,368
98096,1,2,0,30,19
98097,0,0,88,604,185
98098,1,2,93,591,351
98099,0,0,57,491,50
98100,0,0,64,801,240
98101,0,0,64,678,240
98102,0,0,14,111,227
98103,1,2,8,200,478
98104,1,2,18,237,478
98105,0,0,87,256,356
98106,1,2,28,786,432
98107,0,0,49,533,384
98108,1,2,88,33,185
98109,0,0,41,294,3
98110,1,2,98,533,488
98111,1,2,38,396,60
98112,1,2,71,706,200
98113,0,0,42,696,149
98114,1,2,33,913,375
98115,1,2,81,408,219
98116,1,2,39,497,362
98117,1,2,46,638,443
98118,0,0,22,360,497
98119,1,2,17,628,44
98120,1,2,22,564,86
98121,1,2,38,421,188
98122,1,2,84,686,74
98123,1,2,33,381,100
98124,1,2,81,33,195
98125,1,2,81,408,219
98126,1,2,22,96,166
98127,1,2,8,468,225
98128,1,2,96,428,54
98129,1,2,49,514,54
98130,1,2,15,913,439
98131,1,2,66,215,292
98132,0,0,49,533,384
98133,0,0,62,189,321
98134,0,1,24,495,177
98135,1,1,40,528,282
98136,1,1,40,528,282
98137,1,1,40,216,324
98138,1,1,65,168,163
98139,1,1,70,168,86
98140,1,1,0,60,344
98141,1,1,16,168,163
98142,1,1,16,168,163
98143,1,1,69,168,163
98144,1,1,65,168,163
98145,1,1,84,86,340
98146,0,0,24,533,61
98147,1,1,36,673,332
98148,0,1,40,133,177
98149,1,1,70,153,97
98150,0,1,24,160,163
98151,0,1,94,168,163
98152,0,1,70,838,94
98153,1,1,16,863,32
98154,1,1,65,153,29
98155,1,1,65,168,163
98156,0,1,24,495,329
98157,1,1,53,153,97
98158,1,1,77,528,127
98159,1,1,77,940,127
98160,1,1,40,940,332
98161,1,1,40,940,332
98162,1,1,40,940,332
98163,0,1,65,168,163
98164,0,1,24,477,177
98165,0,1,65,168,163
98166,0,1,16,168,20
98167,1,1,53,580,16
98168,1,1,77,629,344
98169,0,1,24,746,414
98170,1,1,16,168,324
98171,1,1,16,616,363
98172,0,1,36,694,17
98173,1,1,36,158,332
98174,0,1,70,528,17
98175,0,1,22,601,424
98176,1,1,44,30,482
98177,1,1,77,764,344
98178,0,1,24,102,414
98179,0,0,24,495,414
98180,1,1,69,168,419
98181,1,1,65,464,352
98182,1,1,65,822,274
98183,0,1,65,168,163
98184,1,2,20,400,100
98185,1,2,93,699,440
98186,0,0,58,966,370
98187,1,2,57,264,50
98188,1,2,17,41,64
98189,1,2,35,779,149
98190,0,0,41,6,3
98191,1,2,31,739,188
98192,1,2,78,516,331
98193,1,2,97,181,140
98194,1,1,2,168,163
98195,1,1,2,585,98
98196,0,0,80,101,360
98197,1,1,93,821,133
98198,0,0,80,101,360
98199,1,1,8,468,35
98200,1,1,9,930,261
98201,1,2,99,888,323
98202,1,2,28,786,432
98203,0,0,80,911,152
98204,1,2,57,167,210
98205,1,2,32,769,147
98206,0,0,88,604,185
98207,0,0,80,25,360
98208,1,2,78,706,313
98209,1,2,93,378,467
98210,1,2,8,79,379
98211,1,2,90,611,104
98212,1,2,19,115,367
98213,1,2,39,982,211
98214,1,2,93,455,357
98215,0,0,1,345,218
98216,1,2,66,2,283
98217,1,2,25,805,250
98218,1,2,82,103,400
98219,1,2,78,250,174
98220,1,2,78,250,174
98221,1,2,78,250,174
98222,1,2,46,94,161
98223,1,2,20,308,373
98224,1,2,85,927,238
98225,0,0,64,273,31
98226,1,2,20,688,373
98227,1,2,46,94,161
98228,0,0,12,539,109
98229,0,0,9,217,268
98230,1,2,15,756,32
98231,1,2,93,541,253
98232,0,0,9,815,162
98233,0,0,90,136,412
98234,0,0,72,631,168
98235,1,2,66,2,212
98236,0,0,52,533,384
98237,1,2,66,861,226
98238,0,0,41,635,129
98239,0,0,4,670,214
98240,0,0,49,586,466
98241,1,2,17,631,43
98242,1,2,8,68,406
98243,1,2,38,396,197
98244,0,0,34,250,10
98245,1,2,42,825,149
98246,0,0,13,504,214
98247,1,2,66,2,358
98248,1,2,82,718,302
98249,1,2,44,30,400
98250,1,2,28,357,219
98251,0,0,92,4,105
98252,1,2,33,906,91
98253,1,2,19,171,289
98254,0,0,10,753,132
98255,1,2,71,359,265
98256,1,2,22,692,466
98257,1,2,42,458,145
98258,1,2,66,59,226
98259,0,0,21,480,15
98260,0,0,27,2,204
98261,1,2,19,147,466
98262,0,0,62,701,38
98263,0,0,13,136,412
98264,1,2,19,420,367
98265,1,1,43,322,23
98266,0,1,40,477,177
98267,0,1,24,477,177
98268,1,1,40,61,155
98269,1,1,54,287,233
98270,0,1,40,490,20
98271,1,1,40,256,356
98272,1,1,36,112,363
98273,1,1,70,275,123
98274,1,1,93,883,233
98275,1,1,65,162,231
98276,1,1,40,61,221
98277,1,1,36,423,352
98278,1,1,40,912,221
98279,1,1,70,806,144
98280,1,1,70,315,444
98281,1,1,70,258,184
98282,1,1,65,153,182
98283,1,1,77,912,493
98284,1,1,65,525,154
98285,1,1,77,822,274
98286,1,1,65,746,385
98287,1,1,65,746,385
98288,1,1,93,356,16
98289,0,1,0,125,344
98290,1,1,36,258,184
98291,1,1,53,602,137
98292,1,1,70,258,184
98293,0,0,24,176,94
98294,1,1,65,158,283
98295,1,1,70,162,144
98296,1,1,65,334,274
98297,1,1,65,334,274
98298,1,1,65,334,274
98299,0,0,24,384,48
98300,1,1,44,940,144
98301,1,1,82,809,424
98302,1,1,16,216,340
98303,1,1,16,619,254
98304,0,1,16,621,20
98305,0,1,24,486,177
98306,1,1,70,619,254
98307,1,1,70,356,262
98308,0,1,36,112,94
98309,1,1,77,629,127
98310,1,1,36,600,332
98311,1,1,65,601,424
98312,1,1,40,162,144
98313,1,1,53,153,97
98314,1,1,77,912,127
98315,1,1,77,912,23
98316,1,1,70,258,184
98317,0,1,53,274,294
98318,1,1,36,346,297
98319,1,2,46,463,11
98320,1,2,50,114,351
98321,1,2,71,855,200
98322,0,0,7,131,499
98323,0,0,10,753,132
98324,1,2,57,68,210
98325,1,2,78,805,146
98326,1,1,10,293,181
98327,0,1,80,726,35
98328,1,1,82,839,111
98329,0,0,58,160,107
98330,1,1,8,399,406
98331,1,1,93,424,160
98332,0,1,34,118,150
98333,1,1,2,90,40
98334,0,0,62,579,25
98335,1,2,1,15,219
98336,0,0,34,359,456
98337,1,2,10,444,351
98338,1,2,57,250,257
98339,1,2,95,488,151
98340,1,2,82,250,174
98341,0,0,95,476,471
98342,1,2,9,457,205
98343,0,0,28,480,322
98344,1,2,0,655,19
98345,1,2,73,577,466
98346,1,2,10,375,67
98347,1,2,66,2,499
98348,1,2,10,433,176
98349,1,2,10,375,105
98350,0,0,2,469,49
98351,0,0,62,136,61
98352,1,2,1,605,80
98353,1,2,51,232,394
98354,0,0,35,413,481
98355,1,2,73,261,105
98356,1,2,27,442,141
98357,1,2,38,442,141
98358,1,2,86,889,165
98359,1,2,12,146,367
98360,1,2,64,751,264
98361,1,2,20,688,461
98362,1,2,20,209,266
98363,1,2,60,555,364
98364,0,0,34,110,150
98365,0,0,34,113,468
98366,1,2,35,989,389
98367,1,2,4,196,453
98368,0,0,56,113,468
98369,0,0,34,113,468
98370,0,0,56,113,468
98371,0,0,62,145,315
98372,1,2,55,131,198
98373,0,0,35,986,222
98374,1,2,22,934,15
98375,1,2,87,340,179
98376,1,2,32,171,495
98377,1,2,31,677,141
98378,1,2,4,951,54
98379,1,2,33,500,201
98380,0,0,89,947,382
98381,1,2,4,500,7
98382,1,1,66,158,389
98383,1,1,40,920,155
98384,1,1,16,525,287
98385,1,1,16,525,340
98386,1,1,65,633,182
98387,1,1,0,60,344
98388,1,1,65,492,411
98389,1,1,16,219,294
98390,1,1,40,61,155
98391,1,1,16,162,274
98392,1,1,70,258,184
98393,1,2,74,545,431
98394,1,2,31,921,310
98395,1,2,98,65,192
98396,1,2,20,265,358
98397,0,0,55,265,497
98398,0,0,55,265,138
98399,0,0,34,359,162
98400,0,0,55,265,138
98401,1,1,6,12,26
98402,1,1,73,877,175
98403,1,1,84,219,342
98404,0,0,69,677,218
98405,1,1,35,582,380
98406,1,2,84,934,123
98407,0,0,22,562,166
98408,1,2,38,442,410
98409,1,2,55,401,252
98410,1,2,73,194,293
98411,1,2,73,194,293
98412,1,2,73,194,293
98413,1,2,38,175,249
98414,1,2,27,442,108
98415,0,0,0,19,377
98416,1,2,73,175,249
98417,1,2,20,331,245
98418,0,0,64,742,264
98419,1,2,46,227,450
98420,0,0,52,985,499
98421,1,2,52,183,42
98422,1,2,20,311,65
98423,1,2,98,365,178
98424,0,0,22,343,466
98425,1,2,94,78,381
98426,1,2,95,476,471
98427,0,0,13,24,28
98428,0,0,4,343,59
98429,1,2,19,152,293
98430,0,0,90,518,104
98431,1,2,88,845,201
98432,1,2,33,59,202
98433,1,2,4,167,345
98434,0,0,58,110,306
98435,1,2,51,835,260
98436,1,2,88,171,25
98437,1,2,75,548,122
98438,0,0,0,732,19
98439,0,0,62,394,328
98440,1,2,63,79,197
98441,0,0,89,229,207
98442,1,2,38,820,410
98443,1,2,93,645,253
98444,0,0,80,660,485
98445,1,2,38,377,214
98446,1,2,74,909,399
98447,0,0,73,540,90
98448,1,2,78,113,468
98449,0,0,66,111,227
98450,1,2,90,832,445
98451,1,2,17,311,65
98452,1,2,4,500,290
98453,1,2,86,92,287
98454,1,2,86,31,487
98455,1,2,96,105,219
98456,1,2,0,30,19
98457,0,0,78,962,10
98458,0,0,72,121,193
98459,0,0,94,55,134
98460,0,0,21,55,134
98461,1,2,98,163,301
98462,0,0,13,249,193
98463,0,0,62,145,321
98464,1,2,90,832,445
98465,0,0,89,917,193
98466,1,2,35,607,481
98467,0,0,13,977,273
98468,0,0,13,536,273
98469,1,2,4,144,382
98470,0,0,89,650,273
98471,0,0,89,650,273
98472,1,2,95,129,398
98473,1,2,0,995,19
98474,0,0,80,677,360
98475,1,2,99,483,475
98476,0,0,35,360,409
98477,1,2,94,141,157
98478,1,2,71,163,301
98479,1,2,73,905,124
98480,0,0,13,144,382
98481,1,2,4,433,25
98482,1,2,73,312,250
98483,0,0,34,915,10
98484,0,0,13,540,59
98485,1,1,36,467,176
98486,1,1,36,612,352
98487,1,1,87,256,356
98488,0,1,53,976,97
98489,1,1,70,955,23
98490,1,1,65,159,23
98491,1,1,74,700,182
98492,1,1,36,612,221
98493,1,1,65,93,23
98494,1,1,70,258,184
98495,1,1,65,456,410
98496,1,1,84,863,32
98497,1,1,70,734,144
98498,1,1,53,734,97
98499,1,1,54,206,411
98500,1,1,87,256,356
98501,1,1,36,467,176
98502,1,1,51,232,221
98503,1,1,54,206,411
98504,1,1,54,206,411
98505,1,1,51,232,221
98506,1,1,70,806,182
98507,1,1,82,416,302
98508,1,1,70,920,144
98509,1,1,70,955,444
98510,1,1,77,212,127
98511,1,2,12,27,9
98512,1,2,87,27,9
98513,1,2,71,524,200
98514,0,0,14,111,227
98515,1,2,86,545,249
98516,0,0,89,650,395
98517,1,2,57,855,460
98518,1,2,78,524,313
98519,1,2,20,209,13
98520,1,2,26,469,175
98521,1,2,93,498,13
98522,1,2,38,290,410
98523,0,0,95,597,391
98524,0,0,88,450,199
98525,1,2,55,990,70
98526,1,2,98,967,334
98527,1,2,32,904,151
98528,0,0,34,869,143
98529,0,0,25,963,394
98530,1,2,33,592,394
98531,0,0,89,499,207
98532,1,2,86,592,394
98533,1,2,6,154,399
98534,1,1,78,212,313
98535,1,1,71,640,33
98536,1,1,70,328,194
98537,1,1,87,256,356
98538,0,1,87,523,35
98539,1,1,95,773,339
98540,0,1,60,159,285
98541,1,1,5,656,380
98542,0,1,55,820,61
98543,0,0,13,312,8
98544,1,1,44,362,228
98545,1,1,82,487,396
98546,1,1,88,500,290
98547,1,1,74,741,493
98548,0,0,4,459,214
98549,1,2,75,967,122
98550,0,0,22,710,207
98551,1,2,45,49,122
98552,1,2,74,49,122
98553,0,0,13,24,28
98554,0,0,4,343,59
98555,0,0,19,540,90
98556,1,2,84,2,88
98557,1,2,86,511,7
98558,1,2,45,119,201
98559,1,2,66,201,443
98560,1,2,56,999,293
98561,1,2,74,548,122
98562,0,0,72,552,168
98563,0,0,72,572,446
98564,1,2,32,419,12
98565,1,2,22,577,466
98566,0,0,64,373,314
98567,1,2,32,388,426
98568,1,2,15,731,181
98569,1,2,6,731,181
98570,1,2,75,308,425
98571,1,2,32,388,426
98572,1,1,16,86,340
98573,0,0,52,415,37
98574,1,2,32,388,426
98575,1,2,6,595,426
98576,1,2,28,296,237
98577,0,0,52,415,498
98578,0,0,52,415,498
98579,1,2,42,689,172
98580,1,2,92,262,316
98581,1,1,53,992,131
98582,1,2,46,202,416
98583,1,2,7,515,353
98584,1,1,16,525,229
98585,1,1,16,525,229
98586,1,1,50,525,229
98587,1,1,37,619,298
98588,1,2,59,407,164
98589,1,2,59,407,164
98590,1,2,68,981,416
98591,1,2,86,511,7
98592,0,1,24,946,51
98593,1,1,53,153,97
98594,1,1,36,156,350
98595,0,1,77,218,75
98596,0,1,77,218,75
98597,1,1,77,218,75
98598,1,1,69,177,220
98599,1,2,38,154,410
98600,1,1,93,532,160
98601,1,1,5,126,45
98602,1,2,26,593,345
98603,1,2,75,42,436
98604,1,1,16,525,340
98605,1,1,36,169,369
98606,1,1,36,169,369
98607,0,0,21,199,230
98608,1,1,91,414,56
98609,1,1,2,320,154
98610,1,1,84,580,154
98611,1,1,84,320,154
98612,1,1,65,580,396
98613,1,1,53,109,430
98614,1,1,65,873,274
98615,1,1,53,109,430
98616,0,0,62,249,193
98617,1,2,17,173,308
98618,1,2,17,173,308
98619,1,2,17,173,308
98620,1,2,50,114,351
98621,0,0,94,203,157
98622,1,1,53,602,137
98623,0,1,89,315,94
98624,1,2,97,181,140
98625,0,0,9,457,205
98626,0,0,94,185,378
98627,0,1,82,370,111
98628,1,1,69,462,305
98629,1,1,69,462,305
98630,0,0,62,134,327
98631,1,2,50,114,351
98632,0,0,55,180,404
98633,0,0,60,519,346
98634,1,2,83,827,459
98635,1,2,63,38,247
98636,1,2,63,38,247
98637,1,2,63,38,247
98638,1,2,29,47,258
98639,1,2,83,235,333
98640,1,2,48,285,62
98641,1,2,30,461,256
98642,1,1,65,93,130
98643,1,2,29,286,236
98644,1,1,68,325,304
98645,1,1,37,244,21
98646,0,1,11,733,421
98647,1,2,15,259,41
98648,1,2,15,259,41
98649,1,2,15,259,41
98650,1,1,82,276,376
98651,1,1,40,522,155
98652,0,1,82,370,111
98653,1,2,51,808,260
98654,1,2,66,234,211
98655,1,2,10,766,430
98656,1,2,93,124,334
98657,1,1,2,320,154
98658,0,0,62,774,235
98659,0,1,13,419,433
98660,0,1,39,558,433
98661,1,2,81,251,69
98662,1,1,54,324,233
98663,0,0,22,443,271
98664,0,0,10,443,271
98665,0,0,1,872,218
98666,1,2,99,654,166
98667,1,2,63,654,166
98668,1,2,33,170,358
98669,0,0,7,371,281
98670,1,2,99,740,428
98671,1,1,65,10,224
98672,1,1,53,52,317
98673,1,1,53,52,317
98674,1,1,53,52,317
98675,1,2,12,146,359
98676,0,0,27,221,208
98677,0,0,27,221,208
98678,0,0,27,221,208
98679,0,0,27,221,208
98680,1,2,88,954,375
98681,1,2,10,753,288
98682,1,2,12,195,190
98683,0,0,64,210,484
98684,1,2,28,238,397
98685,1,2,18,157,66
98686,1,2,31,200,379
98687,1,1,43,7,330
98688,1,1,43,7,330
98689,1,2,93,591,351
98690,1,2,96,428,54
98691,1,2,49,514,54
98692,0,1,65,168,163
98693,1,1,77,629,344
98694,0,1,36,694,17
98695,1,2,20,400,100
98696,0,0,88,604,185
98697,1,1,65,162,231
98698,0,1,0,125,344
98699,1,1,53,602,137
98700,0,0,35,413,481
98701,1,2,12,146,367
98702,1,2,55,131,198
98703,1,1,35,582,380
98704,1,2,46,227,450
98705,0,0,90,518,104
98706,1,2,90,832,445
98707,1,1,54,206,411
98708,1,1,54,206,411
98709,1,2,87,27,9
98710,0,0,88,450,199
98711,1,1,87,256,356
98712,0,1,60,159,285
98713,0,0,4,459,214
98714,1,2,45,49,122
98715,1,2,74,49,122
98716,0,0,13,24,28
98717,0,0,64,373,314
98718,1,2,64,374,267
98719,1,2,64,40,43
98720,1,2,75,188,357
98721,1,2,46,227,450
98722,1,2,37,949,453
98723,1,1,36,602,137
98724,1,2,19,434,115
98725,1,2,96,446,420
98726,0,1,40,764,344
98727,0,0,24,319,94
98728,0,0,4,394,328
98729,1,1,40,561,390
98730,1,2,12,195,190
98731,0,0,64,210,484
98732,1,1,32,704,241
98733,0,0,57,491,50
98734,1,2,28,786,432
98735,1,2,66,130,211
98736,1,2,84,92,287
98737,1,2,46,227,450
98738,1,2,73,56,202
98739,1,2,57,855,460
98740,0,0,88,450,199
98741,1,1,87,256,356
98742,0,0,64,373,314
98743,1,2,56,788,232
98744,0,0,91,395,119
98745,1,2,1,364,80
98746,0,1,24,712,270
98747,0,1,24,712,270
98748,0,0,58,208,363
98749,0,0,24,208,414
98750,0,0,24,477,177
98751,1,1,40,341,76
98752,1,1,40,968,254
98753,1,1,40,352,474
98754,0,0,24,939,94
98755,1,1,40,352,474
98756,1,1,16,86,340
98757,1,1,16,158,482
98758,1,1,40,341,118
98759,0,0,52,415,37
98760,1,1,39,346,297
98761,1,1,96,341,76
98762,1,2,1,670,267
98763,1,2,32,388,12
98764,0,0,1,247,153
98765,1,2,78,805,165
98766,1,2,1,247,153
98767,0,0,89,864,165
98768,0,0,15,16,145
98769,0,0,49,360,119
98770,0,0,92,661,338
98771,0,0,52,415,498
98772,1,2,56,788,232
98773,1,1,94,427,348
98774,1,1,93,971,85
98775,1,1,84,824,40
98776,1,2,56,788,232
98777,1,2,92,262,316
98778,0,0,11,326,328
98779,1,2,83,243,57
98780,0,0,92,923,114
98781,1,2,33,445,93
98782,0,0,11,596,95
98783,0,0,76,473,204
98784,0,1,24,466,306
98785,1,2,63,26,275
98786,1,1,44,100,111
98787,1,1,37,438,455
98788,0,0,11,327,401
98789,0,0,88,339,306
98790,1,1,37,512,286
98791,1,1,66,270,396
98792,1,1,37,50,82
98793,1,1,63,681,496
98794,1,2,63,26,465
98795,1,2,3,270,477
98796,1,2,56,788,232
98797,0,0,11,326,21
98798,1,2,57,974,257
98799,1,2,11,453,206
98800,1,2,63,390,236
98801,0,0,11,5,213
98802,0,0,11,338,361
98803,0,0,7,485,353
98804,0,0,11,489,372
98805,0,0,11,314,318
98806,0,0,76,380,277
98807,1,2,3,949,213
98808,0,1,65,679,21
98809,1,1,77,278,110
98810,1,1,37,728,299
98811,1,1,3,689,229
98812,0,0,11,610,401
98813,0,0,11,342,244
98814,1,1,37,26,286
98815,0,0,94,75,421
98816,1,1,37,780,286
98817,0,0,11,253,21
98818,0,0,11,394,328
98819,0,0,11,563,21
98820,1,2,3,253,271
98821,0,0,11,342,244
98822,1,2,83,453,103
98823,0,0,11,321,164
98824,1,2,59,675,427
98825,0,0,11,974,364
98826,1,2,56,788,232
98827,0,0,13,419,382
98828,1,2,25,889,410
98829,0,0,13,977,59
98830,0,0,89,889,273
98831,1,1,40,912,221
98832,0,1,24,946,51
98833,1,1,69,177,220
98834,1,2,86,434,115
98835,1,2,55,433,476
98836,1,2,38,154,410
98837,1,1,2,823,98
98838,1,1,87,256,322
98839,0,0,13,327,494
98840,1,2,43,108,374
98841,1,2,22,692,275
98842,0,0,88,604,73
98843,1,2,26,593,345
98844,1,2,56,788,232
98845,1,2,47,77,316
98846,1,2,75,42,436
98847,1,1,70,158,118
98848,1,1,40,61,155
98849,1,1,40,61,155
98850,1,1,16,673,474
98851,1,1,70,843,344
98852,0,0,21,199,230
98853,0,0,21,199,230
98854,1,1,91,414,56
98855,0,0,21,199,230
98856,0,0,21,199,230
98857,0,0,21,199,230
98858,0,0,21,199,56
98859,1,2,44,180,111
98860,1,2,56,788,232
98861,1,1,16,494,482
98862,0,1,65,873,20
98863,1,2,78,524,146
98864,1,1,2,151,430
98865,0,0,25,496,250
98866,0,0,60,861,226
98867,1,2,56,788,232
98868,1,2,93,71,160
98869,1,2,93,71,160
98870,0,0,72,964,439
98871,0,0,72,487,196
98872,1,2,96,50,420
98873,0,0,56,336,386
98874,1,1,70,60,344
98875,1,1,40,594,155
98876,1,1,36,258,184
98877,1,1,40,15,254
98878,1,1,70,873,294
98879,0,1,16,490,231
98880,1,1,65,580,16
98881,1,1,93,175,133
98882,0,0,35,986,222
98883,1,1,2,164,101
98884,0,0,1,459,214
98885,0,0,94,605,139
98886,0,0,92,576,139
98887,1,2,66,501,81
98888,1,2,84,661,55
98889,0,0,60,519,346
98890,1,2,56,788,232
98891,0,0,11,342,244
98892,1,2,48,583,455
98893,0,0,11,410,62
98894,1,1,29,852,131
98895,1,1,84,135,110
98896,1,1,37,689,354
98897,1,1,37,689,354
98898,0,1,11,733,421
98899,1,2,37,949,87
98900,0,0,1,864,273
98901,1,2,56,788,232
98902,0,0,89,889,273
98903,0,1,24,477,177
98904,0,1,40,61,155
98905,1,1,40,522,282
98906,0,0,94,247,153
98907,0,0,41,102,328
98908,1,2,93,124,334
98909,1,2,42,848,15
98910,0,0,21,480,27
98911,1,2,56,788,232
98912,1,2,54,171,289
98913,1,2,57,973,291
98914,1,1,70,920,144
98915,1,1,43,330,356
98916,1,1,84,752,283
98917,1,1,2,142,494
98918,1,2,38,880,410
98919,1,2,56,788,232
98920,1,2,56,788,232
98921,1,2,56,788,232
98922,1,2,56,788,232
98923,1,2,64,993,309
98924,1,2,56,788,232
98925,1,2,56,788,232
98926,1,2,56,788,232
98927,1,2,56,788,232
98928,1,2,56,788,232
98929,1,2,56,788,232
98930,1,2,56,788,232
98931,1,2,56,788,232
98932,1,2,56,788,232
98933,1,2,75,124,334
98934,1,2,56,788,232
98935,1,2,56,788,232
98936,0,0,56,788,232
98937,0,0,56,788,232
98938,1,2,56,788,232
98939,1,2,56,788,232
98940,1,2,56,788,232
98941,1,2,56,788,232
98942,0,0,56,788,232
98943,1,2,56,788,232
98944,1,2,56,788,232
98945,1,2,56,788,232
98946,1,2,56,788,232
98947,1,2,56,788,232
98948,1,2,56,788,232
98949,1,2,56,788,232
98950,1,2,56,788,232
98951,1,2,56,788,232
98952,1,2,56,788,232
98953,1,2,56,788,232
98954,1,2,56,788,232
98955,1,2,56,788,232
98956,1,2,56,788,232
98957,1,2,56,788,232
98958,1,2,56,788,232
98959,1,2,56,788,232
98960,1,2,56,788,232
98961,1,2,56,788,232
98962,1,2,25,248,232
98963,1,2,25,248,107
98964,1,2,56,788,232
98965,1,2,56,788,232
98966,1,2,56,788,232
98967,1,2,56,788,232
98968,1,2,56,788,232
98969,1,2,56,788,232
98970,1,2,56,788,232
98971,1,2,56,788,232
98972,1,2,56,788,232
98973,1,2,56,788,232
98974,1,2,56,788,232
98975,1,2,56,788,232
98976,1,2,56,788,232
98977,1,2,56,788,232
98978,1,2,56,788,232
98979,1,2,56,788,232
98980,1,2,56,788,232
98981,1,2,56,788,232
98982,1,2,56,788,232
98983,1,2,56,788,232
98984,1,2,56,788,232
98985,1,2,56,788,232
98986,1,2,56,788,232
98987,1,2,56,788,232
98988,1,2,56,788,232
98989,1,2,56,788,232
98990,1,2,56,788,232
98991,1,2,56,788,232
98992,1,2,56,788,232
98993,1,2,56,788,232
98994,1,2,56,788,232
98995,1,2,56,788,232
98996,1,2,56,788,232
98997,1,2,56,788,232
98998,1,2,56,788,232
98999,1,2,56,788,232
99000,1,2,56,788,232
99001,1,2,56,788,232
99002,1,2,56,788,232
99003,1,2,56,788,232
99004,1,2,56,788,232
99005,1,2,56,788,232
99006,1,2,56,788,232
99007,1,2,56,788,232
99008,1,2,56,788,232
99009,1,2,56,788,232
99010,1,2,56,788,232
99011,1,2,56,788,232
99012,1,2,56,788,232
99013,1,2,56,788,232
99014,1,2,56,788,232
99015,1,2,56,788,232
99016,1,2,56,788,232
99017,1,2,56,788,232
99018,1,2,56,788,232
99019,1,2,56,788,232
99020,1,2,56,788,232
99021,1,2,56,788,232
99022,1,2,56,788,232
99023,1,2,25,248,232
99024,1,2,88,845,201
99025,1,2,25,248,232
99026,1,2,25,248,232
99027,1,2,56,788,232
99028,1,2,25,248,232
99029,1,2,25,248,232
99030,1,2,25,248,232
99031,1,2,87,550,1
99032,1,2,56,788,232
99033,1,2,56,788,232
99034,1,2,73,248,232
99035,1,2,25,248,232
99036,1,2,25,248,232
99037,1,2,25,248,232
99038,1,2,25,248,232
99039,1,2,56,788,232
99040,1,2,56,788,232
99041,1,2,56,788,232
99042,0,0,56,788,232
99043,0,0,56,788,232
99044,1,2,56,788,232
99045,1,2,56,788,232
99046,1,2,56,788,232
99047,1,2,56,788,232
99048,1,2,56,788,232
99049,1,2,56,788,232
99050,1,2,56,788,232
99051,1,2,50,337,131
99052,1,2,56,788,232
99053,1,2,56,788,232
99054,1,2,90,788,232
99055,1,2,56,788,232
99056,1,2,56,788,232
99057,1,2,56,788,232
99058,1,2,56,788,232
99059,1,2,56,788,232
99060,1,2,56,788,232
99061,1,2,56,788,232
99062,1,2,56,788,232
99063,1,2,87,908,251
99064,1,2,56,788,232
99065,1,2,56,788,232
99066,1,2,56,788,232
99067,1,2,56,788,232
99068,1,1,56,788,232
99069,1,1,16,863,231
99070,1,2,56,788,232
99071,1,2,56,788,232
